question,subject,choices,answer,a,b,c,d,?,e,ab,'},output,f,}},al,none,db,bd,}',the,ad,.,sol,solution,bc,4,2,3,cd,dc,all,what,',ac,abc,1,},**,Unnamed: 39,which,0,any,input,both,option,bdc,da,ada,abcd,call,as,it,ly,stage,ant
Why should the short-acting bronchodilator be taken first?,clinical_knowledge,"['It works to dilate the airways quickly, allowing better deposition of other medications.'
 'They are colour-coded.' 'It is warmer than the others.'
 'It is less moist than the others.']",0,0.9989691345928976,0.0002609696966407,3.531840781104699e-05,3.531840781104699e-05,,,,,5.13879801430578e-05,,,,,,,,2.427396303249993e-05,,,5.823021020533473e-05,5.823021020533473e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about an intention tremor?,clinical_knowledge,"['It is worse at rest' ""It is caused by Parkinson's Disease""
 'It is indicative of a cerebellar lesion'
 'Dyscalculia is a common association']",2,0.4826762978095344,0.1382426911567787,0.375850093287142,0.0025320032102343,4.09260201858418e-05,5.2550050122496434e-05,,5.2550050122496434e-05,,,,,4.09260201858418e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucose is transported into the muscle cell:,clinical_knowledge,"['via protein transporters called GLUT4.'
 'only in the presence of insulin.' 'via hexokinase.'
 'via monocarbylic acid transporters.']",0,0.9963407802611592,0.0014976014045505,0.0003786529338031,0.0007074168128476,0.0001084858301497,5.806828042000056e-05,,5.806828042000056e-05,,,,,,,,,,,,5.806828042000056e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxygen is used:,clinical_knowledge,"['in glycolysis.' 'in the conversion of fatty acids to acetyl CoA.'
 ""in the tricarboxylic acid cycle (Krebs' cycle)."" 'in glycogenolysis.']",1,0.0175606254871594,0.0322174763726598,0.941938237516773,0.0007576826020997,,,,,0.0018175860748458,,,,,,,,,,,0.0007576826020997,,,,,,,,0.0008651160004682,,,,,,,,,,,,,,,,,,,,,,,,
Measuring the blood pressure in an arm that is above the level of the heart will:,clinical_knowledge,"['accurately estimate the blood pressure.'
 'overestimate the blood pressure.' 'cause an auscultatory gap.'
 'underestimate the blood pressure.']",3,0.0428619319754093,0.6704897567690773,0.0065730901569984,0.2794949055595379,5.686839969794284e-05,0.000224918883915,,2.686272992521542e-05,5.0186186588377294e-05,,,,,,1.846246627665797e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When you are taking a musculoskeletal history which of the following is true?,clinical_knowledge,"['Drugs may be implicated in the causation of gout'
 'A history of diarrhoea is not relevant'
 'Difficulty rising from a chair is diagnostic of polymyalgic rheumatica'
 'Joint stiffness of 5 minutes duration suggests an arthropathy']",0,0.9912351850464663,0.00149014754804,0.0016885583889029,0.0045899775848469,9.526199105306826e-05,5.777931827895648e-05,,,,,,,4.499857832098324e-05,,,,,0.0001386053791216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why are male patients advised to take their own electric razor to hospital?,clinical_knowledge,"['For patient comfort.' 'To make hospital as familiar as possible.'
 'To minimize risk of cross-infection.'
 'To allow shaving at a time convenient to the patient.']",2,0.0019065094677991,0.0010204809812191,0.9877190612823916,0.0085443826443314,,9.491947195615398e-05,,5.757156994514088e-05,0.000107557852813,,,,,,,,,,,0.000107557852813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which organ secretes insulin?,clinical_knowledge,"['The gastric parietal cells.' 'The pancreas.'
 'The walls of the large intestine.' 'The autonomic nervous system.']",1,0.0002606441158569,0.997693473503618,0.0003792349508426,0.0002606441158569,6.590115290215584e-05,6.590115290215584e-05,,6.590115290215584e-05,0.0003792349508426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When teaching a patient inhaler technique, how will you ensure that a large proportion of the drug reaches the lower airways?",clinical_knowledge,"['Ask them to take lots of small, quick breaths in before using the inhaler.'
 'Ask them to breathe normally when using the inhaler.'
 'Ask them to perform the procedure as quickly as they can.'
 'Ask them to hold their breath at the end of the inspiration on using the inhaler.']",3,0.0028126737683603,0.002169245983869,0.0019143528617085,0.991690283340884,3.0942646874666343e-05,0.0005484712777625,,,0.0004271498606136,2.730679002466196e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why should a patient stand or sit as upright as possible when recording a peak flow rate?,clinical_knowledge,"['To ensure best lung expansion and accuracy and consistency of readings.'
 'This is the most comfortable position to perform any breathing test.'
 'The counter on the meter will not move if the patient is lying down.'
 'To ensure that their technique can be observed easily.']",0,0.99958232903296,0.0001397788285523,4.004730487975412e-05,6.602684338946365e-05,,1.3001456340264252e-05,,4.2209548801186495e-06,,,,,,,,,,,,4.537954157398894e-05,8.93576155133253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why might a patient need a tracheostomy?,clinical_knowledge,"['To repair vocal cords after paralysis.' 'To aid swallowing.'
 'As an aid to weaning patients from a ventilator.'
 'Prior to neck surgery.']",2,0.0368706032306762,0.0004085826285725,0.9485541666506238,0.0119405346854875,,0.0001930007677686,,,0.0001503091490716,,,,,,,,,,,0.0002808144601181,9.116710734726308e-05,,,,,,,0.0001326473584858,,,,,,,,,,,,,,,,,,,,,,,,
"In general, the higher the intensity of exercise, the greater the proportional contribution of:",clinical_knowledge,"['aerobic energy production.' 'anaerobic energy production.'
 ""the TCA cycle (Krebs' cycle) to the production of ATP.""
 'the electron transfer chain to the production of ATP.']",1,0.0527995446611365,0.9338516275321244,0.0071300461188571,0.0038164386709857,0.0002439767616626,0.0002153087364699,,,0.0001900092930341,,,,,,,,,,,0.0002153087364699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the second commonest hospital acquired infection?,clinical_knowledge,"['Urinary infection.' 'Wound infection.'
 'Upper respiratory tract infection.' 'Ventilator-associated pneumonia.']",3,0.3002418502303324,0.2338285880701903,0.0246453518629936,0.4368493143942175,0.0010828411889298,0.0003102391948662,,,0.0003983550114609,,0.0002737851285297,,0.0001881695835309,,,,,,,0.0002132240724922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphocreatine in the muscle cell is found in:,clinical_knowledge,"['the mitochondria.' 'all subcellular compartments.' 'the sarcolemma.'
 'the cytoplasm.']",3,0.003065065474103,0.0290805246060944,0.003065065474103,0.9630868671202232,0.0001729191613752,0.0002515958952239,,,0.0003230555242018,,0.0001526006243111,,8.168122816167446e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The patient's self-report of pain is important because health care staff:,clinical_knowledge,"[""can overestimate the intensity of the patient's pain.""
 ""underestimate the intensity of the patient's pain.""
 'do not possess an objective way of assessing pain.'
 'can use the information to prescribe and administer the least possible amount of pain relief.']",2,0.0003547620813158,0.0361867160788021,0.2360094003970102,0.7268994787254205,,0.0001675777413943,,,4.801182675648449e-05,,,,,,,,,,,,,,,,,2.2679181095759395e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
