question,subject,choices,answer,d,c,b,a,output,e,?,','},none,Unnamed: 14,solution,sol,ad,f,}},.,**,s,g,ab,dis,cd,demand,4,more,}',the,m,cor,ass,all,bd,},norm,0,1,problem,u,content,dd,input,em,emic,aic,etic,good,author,fr,fi,vi,internal,external,ac,job,in,"""}",less,sup,n,r,two,one,res,inst,(,measure,product,bc,working,ref,leg,conj,con,brain,does,legal,da,point,be,dec,options,work,z,#,db,learning,ex,p,abc,ill,which,it,what,both,med,medi,predict,pred,condition,cr,general,bad,ba,2,must,social,life
"Dr. Sam Solo is the only psychologist in a small town, and his son is enrolled in the town's only elementary school. Dr. Solo receives a call from his son's teacher who says she would like to begin therapy with him. As an ethical psychologist, Dr. Solo should:",professional_psychology,"['tell the teacher that he is ethically prohibited from seeing her because to do so would constitute a multiple (dual) relationship.'
 'begin therapy with her and discuss the potential for conflicts during the initial session and, if necessary, in subsequent sessions.'
 'begin therapy with her but seek consultation if any problems arise.'
 'begin therapy with her but take special precautions to ensure that client confidentiality is maintained.']",1,8.454535132398955e-05,0.0002298180921846,0.002799758855129,0.9968344076237712,,1.0097502261776705e-05,,,,,1.9883160857445893e-06,,1.9883160857445893e-06,,,,,,,,2.2530572967693687e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An agonist is ___________.,professional_psychology,"['A drug that cannot produce 100% of the biological response'
 'A drug that has no effect' 'Another name for antianxiety medication'
 'A drug that binds to a receptor producing a change in activity']",3,0.9976702495738692,0.0006252664448093,0.0002029942940637,0.0008028580073371,8.462061140662287e-05,7.467742746115937e-05,2.7472290282532228e-05,,,,,,3.997194650098343e-05,,,2.1395441184801045e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Research in the workplace has shown that a subordinateâs participation in goal setting leads to the selection of goals that, when compared to goals set for subordinates unilaterally by their supervisors, are",professional_psychology,"['more challenging' 'Of about the same level of difficulty'
 'never accomplished' 'less challenging']",0,0.6745770317166178,0.0058342553659644,0.2481570303162094,0.0711775541544451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,professional_psychology,"['at the outset for contact that is rather casual and superficial, thus providing a âwarm-upâ phase'
 'which make explicit the status hierarchy chat is implicit in the interactions between the wo groups'
 'which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other'
 'for each group of residents co disconfirm negative traits of the other group']",3,0.9927377529322172,0.0013169413002231,0.0016909861017723,0.0036039382268363,,0.0004844756295816,,,7.830819216841805e-06,,,,,,3.0971490805930164e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.3451891528503192,0.0081172906027747,0.1438824186513382,0.5022415822740642,,0.000356648858416,1.0769862324720888e-05,,,2.8526363422000143e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a âlast resort.â']",2,0.0178647512983499,0.860908494441442,0.1164928118462227,0.0039861648182127,,0.0003707710844755,0.0001203716900024,,,,,,,,2.37025911255359e-05,,1.6290536760146867e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9736028516469932,0.0039785937211411,0.0178308199953537,0.0035839671214309,5.6751591467232646e-05,0.0003265828601249,,,5.6751591467232646e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.1693917925740313,0.1164717068837889,0.1919669523179396,0.5218708836393843,,,,,3.0416014194426872e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologistâs best recommendation would be to administer medication,professional_psychology,"[""in the patientâs food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,0.0027874808929537,0.1046392101002403,0.8759680171870776,0.016091899499351,,5.785232026884413e-05,9.538235098659947e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.0586938875153074,0.3825947727486207,0.5565649687245526,0.0013794833708276,4.165678827359409e-05,3.676198662306908e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,0.9162695876546988,0.0244159087559532,0.0276668492370292,0.0313659495124086,,0.0001451822658045,,,,,,,,,1.0516968060562597e-05,,,,,,,,9.28119173802761e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,0.0014341696927903,0.9542712826834288,0.0064275026371884,0.03723694531793,,,4.3308192756808696e-05,,,,,,6.301304864378682e-05,,,,,,,,,,,,,2.3181205121585208e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.9961948571014017,0.0014975914070159,0.0008016029158571,0.0005509330899161,5.124473551240557e-05,0.0002602422403814,,,,,,,,,,3.1081503237138765e-05,,,,,,,,,,,3.5219957312155345e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a studyâs internal validity when:,professional_psychology,"['there is a statistically different number of participants in the studyâs treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,0.0004773447254892,0.9780639302846926,0.0179122286756792,0.0027469292346775,0.0001367614883956,6.460155282116032e-05,3.457871944759928e-05,,,,,,0.0001756052271239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bemâs (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.9977636791772744,0.0002030070714351,0.0002030070714351,0.0004297657686724,0.0007667264639918,9.589375051589384e-05,,,,,,,,,,,2.747401951171792e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9977042513443974,0.0009097560076291,0.0002606495844454,0.000498409443738,5.132494631443893e-05,0.0003346806912771,,,,,,,,,3.997190838078285e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,0.006581100019316,0.0108503995864513,0.0058078003826458,0.976732937686152,,1.2704505695235087e-05,,,,,,,,9.20311305803094e-07,2.8347583903844445e-06,,1.1817031079162571e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,0.0025578447757374,0.1582747500705239,0.8037079129058673,0.0353099663816622,,3.219852922450076e-05,2.212970392883717e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individualâs score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,0.0013218031782018,0.0014977992266382,0.99637538025382,0.0006332818504472,,1.885450971552937e-05,,,,,,,1.009209180435943e-05,,,,1.009209180435943e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewinâs force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,0.0001791920706282,0.0002607229243317,0.0003793496164967,0.9981331431607472,9.591460370373612e-05,,,3.113891274811624e-05,,,,3.113891274811624e-05,0.0002607229243317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,0.003980768439237,0.0138942470871775,0.4601378327322362,0.5214809550106261,,0.0001749027586849,1.8434615139120942e-05,,5.678261215483974e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if heâd like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marlaâs invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,0.0557237943734185,0.0491700078723175,0.0232262671168951,0.8716087323934744,,0.000200946631711,,,,,,,,6.06806248520186e-06,1.13366332074245e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,0.000139449424495,0.0007081826120796,0.9973041051458092,0.0002952144339727,6.587124393045745e-05,0.0001230636851841,,7.464189816138544e-05,5.813116873802304e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rosenhanâs research involving âpseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,"['conï¬rmed that participation in a research study alters the behavior of research participants.'
 ""demonstrated that labeling a person changes the person's behavior.""
 ""showed that the environment inï¬uences how a person's behavior is perceived.""
 '""showed that âcentral traits"""" have a greater impact than other traits on impression formation.""']",2,0.0018188527538738,0.8317268789260095,0.1637480932728403,0.0023354531651865,,2.939901664391097e-05,1.7831404959934014e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
