question,subject,choices,answer,c,a,b,sol,d,the,ca,e,.,solution,options,option,is,isn,are,',{',"{""",cannot,can,output,none,or,single,Unnamed: 28,letter,ac,ad,?,ab,either,choice,ba,not,Ñ,f,g,'},all,bd,abc,an,4,cd,artic,considered,accepted,held,regarded,valid,recognized,art,aa,social,Ð°,peace,pe,},that,which,",",among,without,from,based,when,wrong,clos,1,global,**,cho,correct,specific,ref,(,ach,false,band,cur,curities,cury,curr,curity,curb,ur,curs,bur,commercial,incorrect,input,energy,task,agents,}',both,{,possibly,aan,bc,da,impl,bad,\,and,non,bb,nations,"""",what,'',â,dd,co,to
"How have the World Bank and International Monetary Fund, as international financial institutions (IFIs), affected the development of poorer countries?",security_studies,"['Financial policies advocated by the World Bank and IMF were readily adopted by developing countries that sought to bring their economic development into line with wealthier nations. The IFIs focus has been on achieving human security and the promotion of development at a societal level.'
 'Through the implementation of specific financial policies adopted at the bequest of global financial institutions, many developing countries have gained economic prosperity and the correlating levels of human security.'
 'The World Bank and IMF tend to operate in an economic arena that includes only major financial institutions and wealthy states; coupled with a respect for sovereignty, the scope of such institutions does not reach to interference in national politics.'
 'IFIs identified the economic failings of developing countries as being the result of political problems. Thus, IFIs adopted an approach that involved political and economic restructuring of these states, coercing governments into the adoption of specific financial policies designed to promote debt repayment and economic development.']",3,0.0004609746387401,0.7355371148796548,0.2387959241484331,,0.0251683624874082,,,,,,,,,,,,,,,,,2.1347371081471373e-06,,,,,,6.575453208525366e-06,,7.450964631453819e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When may an issue fail to become securitized?,security_studies,"['When the general public is not convinced of the legitimacy of the proposed threat.'
 'When, following the discursive element of the process, extraordinary measures are not implemented.'
 'When the securitizing actor is not granted the special right to implement extraordinary measure.'
 'When the audience are convinced via the speech act or the securitizing actor but fail to grant that actor the special rights requested in order to address the proposed threat.']",2,0.0002609801498141,0.0002609801498141,0.0003351051456123,6.954885415254151e-06,0.9989530003902316,6.137664836792566e-06,,4.53515497954943e-05,,,,,,,,,,,,,1.89053386433002e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the practical problems associated with applying coercive diplomacy in the West?,security_studies,"[""Different natures of the adversaries complicate the use of Western coercion. Their tendency to rely on irregular or asymmetric military strategies makes it hard to threaten or even defeat their opponent's military strategy. Those actors deny forces the ability to win quickly with little cost.""
 'Increased verification capabilities brought in with the technological and communication revolution have resulted in a practical difficulty for practitioners, enabling the verification of tactical/temporary and strategic/lasting - only the latter of which constituting a compliance success. The capacity to verify processes have highlighted instances of non-compliance following inconclusive coercive diplomacy exchanges.'
 'Coalitional coercive diplomacy is the only credible means for Western democracies to gain the sincerity required to make a threat of force real in the mind of the adversary. However, past efforts of coalitional building have proved to be extremely limited. Disagreements over the means and coordination of the policy often result in splits and consequently states are reluctant to employ it. Where it has been employed it collapses under the weight of its own inadequacy.'
 'All of these options.']",0,5.142376799873645e-05,0.0001088641177076,0.0001794865864805,,0.9995947521859234,1.9939158678732623e-06,,2.1436615787432323e-05,3.725125259614184e-06,,,,,,,,,,,,,,,,,,,,,1.9939158678732623e-06,,,,,,,,,,,5.420025271116036e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some governmental regimes are reluctant to fully join the liberalist camp; which of the following is not a valid reason for this reluctance?,security_studies,"['The dominance of Western ideologies can be regarded as contemporary imperialism.'
 'Liberalism advocates the enforcement of certain values that are not shared by all political regimes.'
 'The fear that cooperation may be recurring.'
 'Adherence to liberalism does not guarantee the favoured treatment of state regimes over its citizens; other states may threaten regime security in their efforts to secure societal security.']",2,0.9988569043458576,0.000179345767402,5.822504589735398e-05,5.822504589735398e-05,6.597762068833162e-05,,,,,,,8.471694189640077e-05,,,,,,,,,0.0001396746240932,,,,8.471694189640077e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the themes that make post-structuralism a different field of study and why is it criticized?,security_studies,"['One of the founding assumptions of Critical Security Studies is that theories about the world constitute that world and thus that theory, including security theory, has political effects. The consequence is that theory is the product of the system, and that analyses of the agent of security and the referent object is produced by its own practices.'
 'Central to the political and critical nature of post-structural literature is the idea of fostering an ethos of democracy and an ethos of critique which is finite and attainable. It is to this end that we must strive, but one that can only be met under the conditions prescribed, that of true democracy.'
 'A central notion of critique is to provide an answer to the problem of what it means to be critical. This invariably raises the question of revealing the interest behind knowledge claims with the goal of social change, what is accepted as the end of theory: that the practical and contextual understandings inform to whom knowledge claims serve.'
 'Poststructuralism accepts the form and foundations for knowledge claims that dominate the security studies debate. This has brought it into confrontation with the critical studies community, having little to contribute to the understanding of the ways in which knowledge is constructed.']",0,0.2059622970535886,0.634441136878926,0.0169064108394159,0.0001290821012128,0.1415556786000928,2.5417772788694413e-05,,7.829225200570679e-05,,,,,,,,,,,,,,0.0005144239241796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is capitalism defined or regarded within the HM paradigm?,security_studies,"['HM regards capitalism as producing extreme insecurity in its disempowerment of the worker or labourer, from whom the ability to control labour or output is removed by the capitalist.'
 'HM regards the assertion by liberalists and realists that the capitalist economic sphere is non-political to be a misrepresentation, serving the interests of the unelected capitalist elite.'
 ""HM regards the capitalist's accumulation of surplus value as a by-product of labour to be exploitation of those labourers by which the value was originally produced.""
 'All of these options.']",3,8.937500168933656e-06,1.6697448560160108e-05,6.603969013245294e-05,4.538837100271287e-05,0.999750329593991,,,3.534849887924823e-05,,,,,,,,,,,,,,,,,5.827982198953619e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes Booth's attitude toward constructivism and post-structuralism within Critical Security Studies?,security_studies,"['Post-structuralism provides no basis for political action, being a dangerous mix of faux radicalism, relativism and obscurantism, whilst constructivism is an orientation to world politics rather than a specific political theory.'
 'Constructivism offers a number of specific political theories applicable to Critical Security Studies but all of these lack the tenability required in security studies. Post-structuralist theories similarly lack the durability desired by CSS scholars.'
 'Post-structuralism and constructivism are ill-defined theories that are better described as political orientations, applicable in vague terms but lacking the substance required by scholars in contemporary security studies.'
 'Constructivism is too dangerous a mix of political ideologies, combining elements of radicalism and relativism. Post-structuralism is more of an orientation to world politics rather than a specific and applicable political theory.']",0,0.0002033120308023,0.9992355051162344,0.000295817259306,,0.0002610578150686,,,9.415214921954992e-07,,,,6.301398358689322e-07,,,,,,,,,,,,,,,,,,4.447432615999641e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is Critical Security Studies?,security_studies,"['An approach to security that applies critical knowledge to established orthodoxies of security studies.'
 'A specific theory of security that identifies clearly defined agents, threats, and processes.'
 'A secondary term for the Copenhagen School of Security.'
 'A study security in which the critical importance of the state, military and traditional security are maintained.']",0,,0.9997013927529208,2.429327735799964e-05,0.0001584120674915,8.93699729868376e-06,,,,,3.119318558231636e-05,,,,,,,,,,,,,,,,,,,,,,5.420562867420684e-06,,,,,,,,,,1.6696509074848625e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is a process of securitization completed?,security_studies,"['A process of securitization is when an issue not included in the political sphere becomes politicized and is managed within the political system. A securitized issue is part of public policy requiring governmental action; decision-making, resource allocation and even communal governance.'
 'A securitizing actor can argue for an issue to be securitised when it is outside of the political domain. An existential threat can be made a matter for state attention even when it is not included within public debate. Securitization refers to the recognition of the threat prior to its emergence in the political process.'
 'Securitization refers to the move of issues from a politicized state to a heightened state of politics beyond the normal political domain of decision-making activities. Once placed above the political sphere it cannot be returned to the public sphere, having been translated into a state interest above normal proceedings.'
 'An issue can be securitized, that is framed as a security question, when it is moved from the politicized to the securitized sphere. During the securitization process, the securitizing actor(s) use discourse to persuade an audience that the issue at hand is one of urgency and priority, and that it presents an existential threat to some referent object.']",3,2.7516655820470435e-05,4.003649797778844e-05,0.0003352214933516,0.0001397411087582,0.9992807320146894,,,,,1.012281196614158e-05,,,,,,,,,,,1.147064872011969e-05,,,,,,,,,,,,,,,,,,,,,,7.883653886115649e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a purportedly beneficial outcome of the globalization process?,security_studies,"[""The redistribution of wealth, addressing disparities in economic and resource allocation across the globe through a sense of greater 'interconnectedness'.""
 'The growing sense of global community, resulting in super-national identities that result from populations feeling closer to one another.'
 'The sharing of ideas, technologies and resources that can directly benefit human security, such as medical advancements.'
 'A global market that has demonstrated the ability, if left unchecked, to reduce poverty and make substantial economic gains.']",0,1.6696142849131928e-05,3.534573468897988e-05,0.0001233687361479,4.377737761311589e-05,0.9996769286018892,,,,,,,,,,,,,,,,,4.221446009472825e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
