question,subject,choices,answer,a,b,c,d,e,ab,f,б,bi,-b,_b,.d,_d,-d,<|end|>,а,l,с,.c,-c,bc,ba,.b,t,bd,4,3,2,1,none,_c,ci,.a,_a,aa,á,ac,o,du,­d,(c,(a,p,-a,cd,am,(d,g,h,da
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,2.4908886665599523e-05,5.273211348487742e-05,0.09534213745009949,0.9045801973524126,1.7689671054152688e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50766630190833e-09,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,0.0001583088120136316,0.0008039588901579728,0.999037486632736,2.3800767257501252e-07,7.187208946201307e-09,,,,,,,,,,,,,,1.9153263078404355e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.786783334100212e-10,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,2.2447770547474898e-13,1.658678358712152e-12,4.1937956578686086e-13,0.9999999999975497,1.2664165547551282e-14,,,,,,,7.287724094931819e-14,5.675685231941246e-14,,5.279209627695211e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,0.9999999999895319,2.2447770548680361e-13,1.0603575990801418e-13,,3.900837609914948e-14,,,,,,,,,,4.752193062447383e-13,9.545034922190319e-12,,,,,,,,,,,,,,,,,3.900837609914948e-14,3.900837609914948e-14,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,1.9555680678897232e-08,1.1032560092719894e-09,1.3176513994544924e-10,0.9999999792080126,7.835041621216048e-13,,,,,,,2.5436655941831544e-13,1.7482340917115502e-13,,7.287723943416994e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,,5.109089027503694e-12,0.9999999999947411,8.25807328465136e-14,,,,,,,,,,,1.2664165547706989e-14,,,3.0379753851103595e-14,7.681204684360725e-15,,,,,,,,,,,,8.703945205773013e-15,7.681204684360725e-15,,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,,7.835041784946031e-13,0.9999999999991517,1.6261110445932544e-14,,,,,,,,,,,,,,9.86286204643146e-15,7.68120468508606e-15,1.842625214695727e-14,,,,,,,,,,,7.68120468508606e-15,4.658886145033019e-15,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,1.117608687039294e-14,5.789356328471018e-12,0.9999999999939106,1.9810087979601377e-13,,,,,,,,,,,2.681003867661569e-14,,,3.037975385306885e-14,2.365977609028655e-14,9.862862046138135e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,0.012387368664618351,0.0035490452208176465,0.984050637847069,1.2799826729628982e-05,1.421932308295497e-07,,6.247534544655764e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,5.905303995056673e-10,0.9999999994042119,5.109089024700094e-12,1.0603575984543683e-13,,,6.778639338346862e-15,1.1176086863537114e-14,,,,,,,1.842625213510592e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.982128219829197e-15,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,,4.50875524131149e-12,7.991959891210928e-11,0.9999999999151343,1.4350379598208517e-14,,,,,,,2.2447770545314003e-13,1.7482341278897763e-13,1.842625214321696e-14,5.279209627187017e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,0.9999999999911665,7.287724094970224e-14,7.287724094970224e-14,,4.420228103125944e-14,,,,,,,,,,9.357622967749436e-14,8.423463753486797e-12,,,,,,,,,,,,,,,,,4.420228103125944e-14,,8.258073284593347e-14,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,8.258073284873198e-14,0.9999999999996598,2.2447770548353912e-13,2.3659776089391587e-14,,,4.111452592208127e-15,1.9421126877394617e-15,,,,,,,2.493722053129212e-15,,,,,,,,7.144633302575612e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
