question,subject,choices,answer,d,c,b,_d,<|end|>,.d,e,a,Ñ,-c,_c,ci,(c,Ð°,aa,(a,Ð±,bi,f,.b,.a,_a,-a,p,k,Â­d,Ð´,-d,(d,_b,none,n,no,not,3,.c,1,(b,an,du,Ã¡,-b,g,0,ab,80,cont,con,bc,h,r,the,aac,ob,de,bb,dependent,gen,co,fi,cand,o,one,ch,v,sym,social,dr,dw,4,ca,cor,chem,ai,construct,us,aut,ac,un,for,under
You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,professional_psychology,"['at the outset for contact that is rather casual and superficial, thus providing a âwarm-upâ phase'
 'which make explicit the status hierarchy chat is implicit in the interactions between the wo groups'
 'which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other'
 'for each group of residents co disconfirm negative traits of the other group']",3,1.1399918523349749e-12,6.914400102637596e-13,1.3887943856322e-11,,3.0988191367935306e-12,,6.914400102637596e-13,0.9999999999175574,,,,,,6.224144619034698e-11,,,,,,,,6.914400102637596e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.9999999973206674,2.3355930303699994e-09,3.160881442905824e-10,1.2917800001238612e-12,3.266131330999724e-13,1.0060392756524426e-12,2.1297851632692242e-12,2.2897348373817207e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a âlast resort.â']",2,1.1628232927066944e-10,0.9999999979787052,1.8189616714170411e-09,,7.433680606408027e-12,,,8.423463679744122e-12,3.7751345107898886e-11,,,,2.289734825333321e-11,,,,,,,,,,,,,,,,,,,,,,,9.545034838166648e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9999999999950132,1.6586783583436917e-12,2.734698290651214e-12,4.193795656936994e-13,,1.2015425727638814e-13,,,,,,,,,,,,,,,,,,,,3.0379753843981494e-14,1.1176086867049886e-14,1.2664165544738052e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.9999999999836784,1.388794386247087e-11,1.879528816201672e-12,3.266131342201115e-13,,1.5428112029149238e-13,,4.4202281028476575e-14,,,,,,,,,,,,,,,,,,1.6261110443259012e-14,,1.2664165546820716e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologistâs best recommendation would be to administer medication,professional_psychology,"[""in the patientâs food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,1.3615261079769544e-13,7.83504178441585e-13,0.9999999999990248,,,,,1.842625214571041e-14,,,,,,,,,5.279209627901402e-15,,1.4350379600150418e-14,5.982128223271969e-15,,,,1.1176086869969061e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.9999999997463216,1.6918979206758587e-10,3.33154453834776e-11,1.4637785124481104e-12,1.9810087957783264e-13,7.835041776083782e-13,2.543665644461346e-13,4.8473687007141494e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,5.38494021476084e-13,5.109089025223461e-12,6.560200164507319e-12,,5.109089025223461e-12,,3.978962533625551e-12,0.999999999930006,,,,,,4.8473687035758666e-11,2.244777053773225e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,5.982128223611808e-15,0.9999999999996668,2.543665647310876e-13,,,,,,5.0087746377134526e-14,5.982128223611808e-15,5.982128223611808e-15,,5.279209628201309e-15,,,,,,,,,,,,,,,,,,,,,,,5.279209628201309e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.9999999999964552,3.0988191384428557e-12,1.98100879787064e-13,1.2015425730690105e-13,8.703945205942842e-15,9.357622967997758e-14,,,,,,,,,,,,,,,,,,,,1.435037960004637e-14,,,,,,,,,,,,,,1.1176086869888031e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a studyâs internal validity when:,professional_psychology,"['there is a statistically different number of participants in the studyâs treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,2.6810038677062983e-14,0.9999999999994418,4.752193062637318e-13,,5.982128223598661e-15,,,,2.6810038677062983e-14,8.703945206481283e-15,8.703945206481283e-15,,5.982128223598661e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bemâs (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.9999999999995732,1.060357599084175e-13,1.7482341281585981e-13,6.431393941038287e-14,1.6261110445132162e-14,3.9008376099297865e-14,7.681204684707986e-15,,,,,,,,,,,,,,,,,,,1.8426252146050323e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9999999999983168,7.835041783934072e-13,7.835041783934072e-13,5.6756852318139236e-14,,3.4424771079733497e-14,6.778639341831215e-15,6.778639341831215e-15,,,,,,,,,,,,,,,,,,1.117608686928184e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,,2.7346982851395083e-12,1.3176514239006224e-10,,5.789356315070993e-12,,1.2917800017381142e-12,0.9999999996088276,,,,,,2.46169694600715e-10,2.1297851659306775e-12,1.2917800017381142e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,,,1.291780003769564e-12,,6.914400101499635e-13,,4.193795655079673e-13,0.9999999999260124,,,,,,7.052879845562629e-11,,,,,,,3.266131340217505e-13,2.543665645375449e-13,,,,,,,,,,,,,,,,,,,4.752193059031909e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individualâs score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,5.384940213636853e-13,1.6586783576460497e-12,0.999999999995562,,,,,2.129785169327408e-12,,,,,,,,,2.0879679100495287e-14,,6.431393936534728e-14,1.435037959036634e-14,,,,1.1176086862349212e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewinâs force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,,,2.365977609044748e-14,,1.8426252146534595e-14,,,0.9999999999958088,,,,,,3.978962535685859e-12,1.0603575991120433e-13,,,,,,2.6810038676798043e-14,2.087967911566497e-14,1.6261110445559532e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,2.0879679115090653e-14,1.542811203090755e-13,0.9999999999997894,,,,,1.2664165548264027e-14,,,,,,,,,7.681204684698586e-15,,9.862862045933934e-15,3.2020024984274724e-15,,,,1.9421126877727157e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if heâd like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marlaâs invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,,,2.244777054508268e-13,,1.9810087975965178e-13,,,0.9999999999728624,,,,,,2.5946094976838587e-11,2.88235079278606e-13,1.3615261077786818e-13,,,,,2.244777054508268e-13,1.201542572902747e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,1.266416554777904e-14,5.6756852320433193e-14,0.9999999999999116,,,,,,,,,,,,,,5.982128223145908e-15,,5.982128223145908e-15,3.202002498304848e-15,,,,,,,,,,2.2007019877468303e-15,,,,,,,,1.5125188819923778e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rosenhanâs research involving âpseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,"['conï¬rmed that participation in a research study alters the behavior of research participants.'
 ""demonstrated that labeling a person changes the person's behavior.""
 ""showed that the environment inï¬uences how a person's behavior is perceived.""
 '""showed that âcentral traits"""" have a greater impact than other traits on impression formation.""']",2,4.508755236683338e-12,1.1628233015748755e-10,0.9999999998725684,,,,,5.109089021704678e-12,,,,,,,,,3.7010116739864833e-13,,2.2447770522271797e-13,6.101936670011003e-13,,,,,,,,,,,,,,,,,,3.266131338722501e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
