question,subject,choices,answer,d,b,c,_d,.d,-d,e,a,-c,.c,Ñ,_c,ab,f,bi,Ð±,bb,_b,Ð°,aa,.a,-a,_a,Ã¡,<|end|>,(a,g,Â­d,none,(c,.b,m,bd,bc,t,cd,p,ac,-b,am,4,ci,h,abcd,ad,da,0,80,85,95,k,w,aac,ba,(d,ob,dv,l,du,(b,fi,in,Ð´,1,ch,abc,all,j,s,5,o,r,u,bs
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.0758577346002381,5.010893251735582e-06,0.9241361284676064,,,,6.648351784191252e-09,1.1180814137464469e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3091380871718919e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a âlast resort.â']",2,2.4231989428971573e-05,0.0028008423739783,0.9971670484615078,,,,6.3308082679509325e-09,7.866975157117069e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1.8138069367700934e-09,,2.0553125245629107e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9999999970018384,2.646573629715438e-09,7.052879826611834e-11,8.878265447618301e-13,8.878265447618301e-13,,8.258073256868991e-14,2.7894680831788584e-10,,,,,,,,,,,,,,,,,2.543665638540726e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.9999869481779066,3.653434770809173e-08,1.3007128745601615e-05,1.658656819865564e-12,3.098778898481226e-12,,2.1297575142698448e-12,8.151914855024931e-09,,,,,,1.98098307332382e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologistâs best recommendation would be to administer medication,professional_psychology,"[""in the patientâs food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,4.5990559004920506e-10,0.9999998021375424,1.855391573141153e-07,,,,1.1399919823954929e-12,1.1861121497186244e-08,,,,,,5.384940828765546e-13,,,,,,,,,,,3.701012098534333e-13,,,,,,,,,,,,2.2447773097284665e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.0140067696666231,0.0018956071952334,0.9819495742572688,,,,3.165989585050501e-08,0.002148004360901,,,,,,,,,,,,,,,,,,,8.004875270062057e-09,,,,,,,,4.8552022784680844e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,0.0198609745413198,0.0006796038210104,0.0225054063995014,,,,1.566893043117434e-07,0.9569538471983174,,,,,,1.1350546484749385e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,1.8426252146651356e-14,1.6586783588616368e-12,0.9999999999983024,,,,,,3.628344177931995e-15,5.982128223577451e-15,5.279209628170988e-15,2.8257572870260106e-15,,,,,,,,,,,,,2.8257572870260106e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.999999999780138,2.4133627711228176e-12,2.1724399344395387e-10,8.25807328312508e-14,1.0603575988402585e-13,2.4937220526013255e-15,,8.703945204164324e-15,,,,,,,,,,,,,,,,,4.65888614373201e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a studyâs internal validity when:,professional_psychology,"['there is a statistically different number of participants in the studyâs treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,5.789356327815914e-12,4.847368705504355e-11,0.9999999999456216,,,,2.087967911316028e-14,2.087967911316028e-14,,1.842625214432421e-14,3.442477107926054e-14,,,,,,,,,,,,,,2.087967911316028e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bemâs (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.9999999999989904,5.384940216411521e-13,2.543665646742764e-13,9.357622966507237e-14,8.258073283497108e-14,,9.862862044121551e-15,2.0879679111253845e-14,,,,,,,,,,,,,,,,,,,,9.862862044121551e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9999999984987716,2.940077733669429e-11,5.492788340464401e-11,8.25807326978442e-14,1.2015425708824388e-13,,4.4202280951992964e-14,1.4166087839377167e-09,,,,,,,,,,,,,,,,,4.4202280951992964e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,2.102369870856444e-07,1.147855056341822e-05,1.892493047071456e-05,,,,8.59190943725715e-10,0.9999693836904884,,,,,4.5989177190920567e-10,,,,,,1.103223009531745e-09,,,,,,,,,,,,,,,,,,,1.69184728049303e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,0.0052200923741041,1.984308742968013e-06,4.760109219108874e-06,,,,2.050379488076193e-09,0.9947731601095215,,,,,,,,,,,9.68530690593438e-10,,,,,,,,7.950184040456609e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individualâs score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,7.194132433060337e-09,0.9999999191563068,3.2241864695811104e-08,,,,5.7893558480917516e-12,4.1399373750828635e-08,,,,,,1.8795286604984788e-12,,,,,,,,,,,3.266131071629536e-13,,3.266131071629536e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewinâs force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,,2.68100386754835e-14,4.4202281032562736e-14,,,,1.6261110444762224e-14,0.9999999999947224,,,,,,,,,,,5.109089027618442e-12,5.008774637407358e-14,1.266416554799142e-14,,,1.8426252145631122e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,1.0833322507702365e-07,0.9626609506375264,0.0373264166608706,,,,2.2483843561961107e-09,1.252161831105054e-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.016823614732624e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if heâd like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marlaâs invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,0.0044542999450492,0.0199628364947948,0.0137202722504966,,,,1.7846295905354554e-07,0.9618624128467004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,1.4350379597324314e-14,0.9999999999998472,1.2015425728410956e-13,,,,,,,,,,,4.658886143800262e-15,,7.681204683053587e-15,,1.3347932282242482e-15,,,,,,,,,,,,,2.825757286325219e-15,,,,,,,,1.5125188817263822e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rosenhanâs research involving âpseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,"['conï¬rmed that participation in a research study alters the behavior of research participants.'
 ""demonstrated that labeling a person changes the person's behavior.""
 ""showed that the environment inï¬uences how a person's behavior is perceived.""
 '""showed that âcentral traits"""" have a greater impact than other traits on impression formation.""']",2,1.3071716420221292e-07,0.9046303357840808,0.0953473282276725,,,,6.50802439098887e-09,2.198324688887049e-05,,,,,,,,,,,,,,,,,,,,,,,,,,2.1551616906578975e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When we convert total number of errors on a test to percent correct, or vice versa, we are performing which type of transformation",professional_psychology,['Linear' 'Nonlinear' 'Curvilinear' 'Cumulative'],0,2.020629493803417e-11,2.75356826952836e-05,1.416570638629677e-09,,,,4.508633825529972e-12,0.9999724628358556,,,,,2.413297782122213e-12,,,,,,3.7750328832665525e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A regression model predicting frequency of tantrums from (a) effectiveness of parental commands, (b) consistency of parental discipline, and (c) parental warmth, would result in a model with:",professional_psychology,"['One y-intercept and one regression coefficient'
 'Four regression coefficients'
 'One regression coefficient and three y-intercepts'
 'One y-intercept and three regression coefficients']",3,0.9999999466493028,1.691897832019203e-10,2.2897347230372977e-11,2.2447769348200699e-13,2.2447769348200699e-13,,2.543665511171454e-13,5.3157849697804794e-08,,,,,,,,,,,,,,,,,5.675684928717243e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
