question,subject,choices,answer,b,c,d,a,bc,e,3,f,ad,2,1,4,ab,ba,bd,k,cd,ac,dc,bcd,band,ray,с,market,i,option,а,choice,sol,aa,s,long,bs,none,db,letter,da,g,sc,abcd,abd,mr,private,cost,abc,cb,dim,not,scar,reg,0,p,h,r
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,2.7530436282139477e-05,0.00015899809827721496,0.9997845993977903,1.2543864129304804e-05,,2.405582713068417e-06,,,,,,6.539051775789088e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,5.143872783999241e-05,4.006052152198296e-05,8.938710582829678e-06,0.9998900753644859,,1.0028955326547794e-06,,,,,1.0028955326547794e-06,,2.1021832376740742e-07,,,,,,,,,,,,,,1.459204389771652e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,0.00010889277605108406,1.4737034689294497e-05,0.9998541646313519,1.5042892086492548e-05,,1.2877077401586828e-06,,,,,,2.901894188211299e-06,,,,,,,,,,,,,,1.537947576671812e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,2.1443056473019476e-05,4.0060903570709485e-05,2.5610078832836116e-06,0.9999149951953197,,,,,,,1.4592183058954982e-06,,,,,,,1.994514944953318e-06,,,,,,,,2.726178701000361e-06,1.4592183058954982e-06,,,,,,,,,8.314375282322091e-07,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,4.539598992946999e-05,4.222484815502075e-06,0.9999222111322914,2.1697127194537518e-05,,9.421637131072912e-07,,,,,,1.553365354281804e-06,,,3.4660266026992135e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,1.0128828111560348e-05,0.9998770941560966,0.00010889516458688617,1.3707878213329848e-06,,2.102171208919516e-07,2.699241262481855e-07,,,,,,,,,,1.7427611435947724e-07,,,,,,6.082834084084159e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,0.002834005855215483,0.8904370539927139,0.00020529469558545563,0.10636558672248944,,9.601760684657157e-06,7.477858740075222e-06,,,,,,,,,,,7.552369788743879e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4.260755475858881e-06,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,0.00043007860304340327,0.9984953206816158,0.0007090797409106558,0.0001060780374399076,,,8.385201840443055e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5957458406964805e-05,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,0.00020334577106412245,0.00029586635109721645,4.0041156425924885e-05,0.9994214508029384,,3.2867782701213605e-06,,,,,3.2867782701213605e-06,,,,,,,3.4987572562358155e-06,,,,,,,,3.087642441523485e-06,1.6526959040057232e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,0.929466850515511,0.002958236163830248,0.008041319608430159,0.059428444927917594,,1.552339869882298e-05,,,,1.286934953444799e-05,,,5.7107392384044934e-06,5.7107392384044934e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,0.00033491824276886157,0.0010334916523712778,0.9983815881635344,0.00018199087026728124,,3.1152249278478646e-05,,2.557132339155272e-06,,,,5.76258668179429e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,0.019040347626991812,0.03139222613414611,0.03139222613414611,0.9175285294439651,,0.00030775855582567915,,1.43940591999554e-05,1.7362549618942563e-05,,,,,,,,,,,,,,,,,,,,,,,,,2.094323255744124e-05,,,,,,,,,,,,,,,,,,,,2.8626004870337007e-05
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,0.999915146562074,2.7533928427914615e-05,3.120002840494416e-05,1.2543708189922844e-05,,3.689548519854948e-07,,,,2.7262280992934755e-06,6.475359311852403e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
