question,subject,choices,answer,a,b,c,d,'},1,e,stam,stamina,f,i,none,',},''',j,...',bc,g,Unnamed: 23,cd,abc,}',l,ab,ac,ad,abcd,2,9,after,insulin,all,abcdef,3,5,4,']},re,car,bcd,bd,bdf,bdb,pupil,t,s,7,cy,db,{',h
Why should the short-acting bronchodilator be taken first?,clinical_knowledge,"['It works to dilate the airways quickly, allowing better deposition of other medications.'
 'They are colour-coded.' 'It is warmer than the others.'
 'It is less moist than the others.']",0,0.999474376712632,0.0001487786058555,0.0001233417964165,0.0001487786058555,2.839205834884275e-05,,4.782480448592293e-06,,,3.498937441321868e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about an intention tremor?,clinical_knowledge,"['It is worse at rest' ""It is caused by Parkinson's Disease""
 'It is indicative of a cerebellar lesion'
 'Dyscalculia is a common association']",2,0.0040454447497267,0.0033537914935135,0.989971977095514,0.0020341773670993,0.0002282284841832,,5.420901650410964e-05,,,1.6532815942526865e-05,1.994238269798535e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucose is transported into the muscle cell:,clinical_knowledge,"['via protein transporters called GLUT4.'
 'only in the presence of insulin.' 'via hexokinase.'
 'via monocarbylic acid transporters.']",0,0.994986085605772,0.0029745252809562,0.0010279684304049,0.0004561582258404,0.0001393888830893,,,,,,,,,,,,,,,,,2.739443076056136e-05,,,8.982288040841691e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxygen is used:,clinical_knowledge,"['in glycolysis.' 'in the conversion of fatty acids to acetyl CoA.'
 ""in the tricarboxylic acid cycle (Krebs' cycle)."" 'in glycogenolysis.']",1,0.0585120714876104,0.0167639931522737,0.9155538620654152,0.003740552476794,0.0005736323010604,,0.0002246376367388,,,,,,,,,,,,,,,0.0001749479673995,,,,,,,,,,,0.0025900301620677,,,,,,,,,,,,,,,,,,,
Measuring the blood pressure in an arm that is above the level of the heart will:,clinical_knowledge,"['accurately estimate the blood pressure.'
 'overestimate the blood pressure.' 'cause an auscultatory gap.'
 'underestimate the blood pressure.']",3,0.0039811063293156,0.0167610836998488,0.0048021308805818,0.9741779366828676,0.0001060928900763,,1.4358111327868626e-05,,,,,,6.997584596324066e-06,,,,,,,4.661396269198421e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When you are taking a musculoskeletal history which of the following is true?,clinical_knowledge,"['Drugs may be implicated in the causation of gout'
 'A history of diarrhoea is not relevant'
 'Difficulty rising from a chair is diagnostic of polymyalgic rheumatica'
 'Joint stiffness of 5 minutes duration suggests an arthropathy']",0,0.9913684912192426,0.0017976616202512,0.0008491552225528,0.0055371876113511,4.7906036652521626e-05,,3.292530538064547e-05,,,2.125817490120209e-05,,1.762364599246829e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why are male patients advised to take their own electric razor to hospital?,clinical_knowledge,"['For patient comfort.' 'To make hospital as familiar as possible.'
 'To minimize risk of cross-infection.'
 'To allow shaving at a time convenient to the patient.']",2,0.0002776262610222,0.0001683888392514,0.998339829119866,0.0010980326390578,6.194679208331416e-05,,7.398489253111538e-06,,,,2.119702660535021e-06,,,,2.3280379339365773e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which organ secretes insulin?,clinical_knowledge,"['The gastric parietal cells.' 'The pancreas.'
 'The walls of the large intestine.' 'The autonomic nervous system.']",1,2.4297494277143023e-05,0.9998739486454664,1.8922907569711965e-05,3.535264556997798e-05,1.346564842893227e-05,,1.2097010087439028e-06,,,,,,,,,,1.6534652362273803e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When teaching a patient inhaler technique, how will you ensure that a large proportion of the drug reaches the lower airways?",clinical_knowledge,"['Ask them to take lots of small, quick breaths in before using the inhaler.'
 'Ask them to breathe normally when using the inhaler.'
 'Ask them to perform the procedure as quickly as they can.'
 'Ask them to hold their breath at the end of the inspiration on using the inhaler.']",3,0.001034316432131,0.0020468935036987,0.0006645290263955,0.996110194744244,4.5221767770628106e-05,,3.521874815163839e-05,,,6.934982697133728e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why should a patient stand or sit as upright as possible when recording a peak flow rate?,clinical_knowledge,"['To ensure best lung expansion and accuracy and consistency of readings.'
 'This is the most comfortable position to perform any breathing test.'
 'The counter on the meter will not move if the patient is lying down.'
 'To ensure that their technique can be observed easily.']",0,0.9996816767318464,9.607728600161196e-05,0.0001088698280075,3.5344858283541846e-05,2.839755546663323e-05,,2.812019560753969e-06,,,,,,1.602240448525006e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why might a patient need a tracheostomy?,clinical_knowledge,"['To repair vocal cords after paralysis.' 'To aid swallowing.'
 'As an aid to weaning patients from a ventilator.'
 'Prior to neck surgery.']",2,0.0013207119754692,0.000485862783484,0.9955672469666595,0.0021774859264245,9.567205461521898e-05,,3.9882045913692745e-05,,,,,1.8838944544509916e-05,,,,,,,,,,,,,,,,,,,,,3.5195781987570466e-05,,,,,,,,,,,,,,,,,,,
"In general, the higher the intensity of exercise, the greater the proportional contribution of:",clinical_knowledge,"['aerobic energy production.' 'anaerobic energy production.'
 ""the TCA cycle (Krebs' cycle) to the production of ATP.""
 'the electron transfer chain to the production of ATP.']",1,0.000316124851852,0.9994405586853232,6.601771364553495e-05,0.0001397595008843,1.0777095495104034e-05,,1.993562211619047e-06,,,,,,,,,,,,,1.1009496159190282e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the second commonest hospital acquired infection?,clinical_knowledge,"['Urinary infection.' 'Wound infection.'
 'Upper respiratory tract infection.' 'Ventilator-associated pneumonia.']",3,0.8747821038905864,0.0921876364213285,0.0085747859132682,0.0233086847309636,0.0003266235823467,,0.0001149021969647,,,5.427595468260141e-05,,,,4.499634684891642e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphocreatine in the muscle cell is found in:,clinical_knowledge,"['the mitochondria.' 'all subcellular compartments.' 'the sarcolemma.'
 'the cytoplasm.']",3,0.0012403036814386,0.002317192338836,0.0010282478672989,0.9951515971350142,0.0001391582163583,,1.377852930347099e-05,,,4.615229209879471e-06,,4.912885920552546e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The patient's self-report of pain is important because health care staff:,clinical_knowledge,"[""can overestimate the intensity of the patient's pain.""
 ""underestimate the intensity of the patient's pain.""
 'do not possess an objective way of assessing pain.'
 'can use the information to prescribe and administer the least possible amount of pain relief.']",2,0.0015664619501178,0.0190834132469824,0.9788822461721096,0.0003283482622836,3.683965403597999e-05,,9.610197942785478e-06,,,3.3211955394609258e-06,,,,,,,,,,,,,,3.3211955394609258e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
