question,subject,choices,answer,d,c,a,b,'},e,}',f,''',none,',Unnamed: 15,...',{',},bc,i,refer,l,j,m,ab,g,cd,']},functional,r,bb,s,abcd,all,ad,dad,dab,0,norm,p,1,health,3,emic,solution,sol,ob,object,'}},x,y,fr,fi,abc,internal,'],equity,increase,acetyl,acetylcholine,program,one,long,sleep,rein,self,mes,reinforced,imp,assim,slow,scripts,script,n,illusory,illus,t,cor,u,h,cerv,w,us,emp,the,bcd,bd,une
You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,professional_psychology,"['at the outset for contact that is rather casual and superficial, thus providing a âwarm-upâ phase'
 'which make explicit the status hierarchy chat is implicit in the interactions between the wo groups'
 'which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other'
 'for each group of residents co disconfirm negative traits of the other group']",3,0.0102901453536621,0.0015780448995403,0.9861036857822164,0.0015780448995403,7.380614210133403e-05,0.0001378880266144,,2.550672019360315e-05,,,,,,,,,,,,,,,1.2825584363812736e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.011690180294749,0.8197281302637874,0.1614870614207372,0.0062573026042119,0.0001775060117465,0.0001219979787943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a âlast resort.â']",2,0.0058986748584573,0.9921099071976036,0.0004841927176392,0.001316172265831,8.956668944255455e-05,1.998502975928188e-05,,4.459262890759701e-06,,,,,,4.600815089846713e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9887457552302406,0.0045869423053907,0.0027871006482682,0.0033498038311117,0.0002927025967082,5.414453609559288e-05,,1.2860454562968818e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.8595874934805409,0.0427899683729132,0.0705487310290078,0.0229038195975679,0.0012921450815857,0.0001543247961128,,,,,0.0002708484521022,0.0002708484521022,,,0.0002245412534068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologistâs best recommendation would be to administer medication,professional_psychology,"[""in the patientâs food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,0.0016053799259486,0.1638227977571172,0.0021942941927854,0.8317236462625626,0.0002172645469806,9.056933785888404e-05,,3.129992563105001e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.0262120638853088,0.361935188302652,0.012381699305703,0.5966783596552391,0.0006985276753243,0.0001880061732998,,8.342723368044076e-05,,,,,,,,,,,0.0001292146272554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,0.0050664048013728,0.084409874008768,0.9071865331469248,0.002248203502391,0.0002685096175582,0.000196445832728,,,,,3.868247800936634e-05,,,,3.6338825143993765e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,0.0002610896844228,0.9994298661966744,8.476341024969228e-05,8.476341024969228e-05,8.476341024969228e-05,3.7242443298343817e-06,,,2.330572549470923e-06,,,,,,1.9934443401409007e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.9989942132494382,0.0008039134040375,6.199117485060459e-05,7.024520388575774e-05,1.7760768957696992e-05,1.992703050303849e-06,,,,,1.5041711773736384e-06,1.0666170813197877e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a studyâs internal validity when:,professional_psychology,"['there is a statistically different number of participants in the studyâs treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,0.0290530538400498,0.9622659324920588,0.0032596615238097,0.0044554290461275,0.0005664442373061,6.765214887809748e-05,,,,2.0632739674094952e-05,1.71051419776607e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bemâs (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.9991991483026584,0.0002452301295039,0.0001794141954336,0.0002778821418927,6.200388682292058e-05,3.086991752326045e-06,1.1007008065108907e-06,,,,1.552236934005385e-06,,,,,,,,,,,,,,1.552236934005385e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9990379230950642,0.0004580669712289,0.0001793816888639,0.0002032660832446,4.827992658659496e-05,6.533977539239696e-06,,,,,2.4800181424452818e-06,,,,,,,,,,,,,,,3.285490236482582e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,0.0012414284860611,0.0013214937445548,0.9960853144048116,0.0010955567937292,8.529399565269274e-05,1.4680462433377222e-05,,6.934559432298366e-06,,,,,,,7.3818000907181885e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,0.0068053480282973,0.0252849293252858,0.9490739192466928,0.0173780649835094,0.0003158314522045,0.0002328662039843,,4.881140803776856e-05,,,4.881140803776856e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individualâs score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,0.0013160737363439,0.0035774593224159,0.00216983876292,0.9919781508593736,2.907585605524812e-05,0.0002936557435575,,6.974935274187835e-05,,,,,,,,,3.507217710165047e-05,,,,,,,,,,4.503356681709301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewinâs force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,3.53437122476809e-05,0.0001022704224118,0.999638770693263,9.60741707531564e-05,3.703834187714254e-05,,,,,,,,,1.5528943390311675e-06,1.6530474191835896e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,0.0044054938442119,0.0060215961358764,0.8938548449976288,0.0941936117087654,0.0006068506408721,7.580070868490382e-05,,,,,8.589345578766792e-05,,,,8.068943437712699e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if heâd like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marlaâs invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,0.0006255566123348,0.0005186046466958,0.9981684885551518,0.0005186046466958,5.423828071319049e-05,1.1457474479332749e-05,,5.412127722920563e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,2.752802092166036e-05,9.608223395677948e-05,9.608223395677948e-05,0.9997146670456648,1.7773426143546195e-05,2.5605048050086963e-06,,,,,,1.50524312274866e-06,1.7598075007752458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rosenhanâs research involving âpseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,"['conï¬rmed that participation in a research study alters the behavior of research participants.'
 ""demonstrated that labeling a person changes the person's behavior.""
 ""showed that the environment inï¬uences how a person's behavior is perceived.""
 '""showed that âcentral traits"""" have a greater impact than other traits on impression formation.""']",2,0.0008438891793576,0.985309065863474,0.0035529061518538,0.0096578002308045,0.00022712979966,4.472450933985738e-05,,1.1308126864055147e-05,,,,,,,,,,,1.5947014909933404e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When we convert total number of errors on a test to percent correct, or vice versa, we are performing which type of transformation",professional_psychology,['Linear' 'Nonlinear' 'Curvilinear' 'Cumulative'],0,0.0011623772945769,0.0040570954040401,0.0019164361701478,0.9927657703142578,2.733649380265581e-05,6.09959624008315e-06,,2.7066794241175662e-06,,,,1.4487810950961263e-06,,,,,,,1.9802489692327072e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
