question,subject,choices,answer,b,c,d,a,e,bc,f,i,none,'.,{',,'},',ad,cd,options,...',option,ab,g,bb,market,both,unit,labor,units,worker,hour,unite,unity,3,1,p,and,{}'.,4,db,s,abc,j,}'.,''',v,opportunity,2,cc,all,total,da,},solution,compare,factors,cand,dc,cdc,bd,wrong,ap,reg,decreasing,horizontal,h,}'
A demand curve slopes downward for an individual as the result of,high_school_microeconomics,"['diminishing marginal utility' 'diminishing marginal returns'
 'the Fisher effect' 'diminishing returns to scale']",0,0.00013133184875792947,1.669697084915861e-05,2.752865099526778e-05,0.9997914487143451,1.034561139193305e-06,,,,,,,,,1.067401635017454e-06,,,,,,8.057170253389906e-07,,,,,,,,,,,,,7.809277185419683e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In order to find the market supply curve for a particular good, one would",high_school_microeconomics,"['aggregate the firm marginal revenue curves horizontally'
 'aggregate the firm supply curves vertically'
 'aggregate the firm marginal cost curves vertically'
 'aggregate the firm supply curves horizontally']",3,0.004064368174217508,0.0009068831216153339,0.9945993277233307,0.0003780451296889185,1.1415973732156394e-05,,2.3192957398953658e-06,,,,,,1.8636064820667985e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8636064820667985e-06,
The ability for firms to enter and exit a market over time means that,high_school_microeconomics,"['the marginal cost is zero' 'the marginal revenue is zero'
 'the long run supply curve is more elastic'
 'the long run supply curve is more inelastic']",2,1.5687431924716463e-05,0.9999197262465498,3.5352173564387603e-05,1.7776189218083605e-05,1.3285789035583113e-06,,,,,4.180559003192195e-07,7.337109547249764e-07,,,,,4.737193967421829e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If one person has the only original signed copy of The Wealth of Nations by Adam Smith, which of the following would illustrate this situation?",high_school_microeconomics,"['A downward sloping demand curve.' 'An upward sloping supply curve.'
 'An invisible hand.' 'A perfectly vertical supply curve.']",3,3.7634705173756e-05,1.7777375946351553e-05,0.9999254078422228,1.5688479208737138e-05,5.043053378036457e-07,,,,,,,3.5756221375017427e-07,3.576060328727458e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land refers to,high_school_microeconomics,"['all productive resources.' 'all natural resources.' 'farmland only.'
 'real estate.']",1,0.029015203347783337,0.0012743549484035815,0.008845776626471416,0.9606362048358993,2.815415455199704e-05,,,,,,,,2.9969941516117878e-05,1.8177688399320016e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The basis for the answer in number 1 is,high_school_microeconomics,"['P or wage rate of labor > MRP of labor and with one additional unit of labor, wage rate < MRP.'
 'P or wage rate of labor < MRP of labor and with one additional unit of labor WI, > MRP.'
 'total revenue is at a maximum.' 'total output is at a maximum.']",1,0.02018802615200302,0.00350815291491428,0.0027321522372694726,0.9729940026605154,6.839812552991896e-05,,3.0351484218489576e-05,1.5261684703343226e-05,,,,,,,,,,,,1.8409105746298063e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the same period there is a drought affecting the supply of pineapples and a discovery that may assist in the avoidance of cancer. How will this combination of events affect the equilibrium price and quantity of pineapples?Equilibrium Quantity,high_school_microeconomics,"['Increases         Decreases' 'Increases         Indeterminate'
 'Indeterminate         Increases' 'Decreases         Indeterminate']",1,0.004432186088972889,0.001531722526049338,0.8991480374773048,0.09478382886241435,1.701590023942986e-05,,4.302293338791334e-06,,,,,,,,1.032066519782575e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With respect to the kinked demand curve, which of the following is NOT correct?",high_school_microeconomics,"['There is no price leader.'
 'There are relatively equal shares of the market.'
 'Price is greater than marginal costs.'
 'The demand curve is of one continuous function.']",3,2.753348203872684e-05,4.2644691208478834e-05,0.9998999724445475,2.429821261654503e-05,1.10147786613753e-06,,2.16893851821482e-07,,,,,,6.892872355622525e-07,,,,,,,,,,,,,,,,,,,,,,,,3.5759750698215914e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suppose that there are only two goods: x and y. Which of the following is NOT correct?,high_school_microeconomics,"['One can have comparative advantage in producing both goods.'
 'One can have both an absolute advantage and a comparative advantage in producing x.'
 'One can have absolute advantage and no comparative advantage in producing x.'
 'One can have comparative advantage and no absolute advantage in producing x.']",0,1.4738285577881592e-05,0.9999566866073002,6.961873151736542e-06,1.6700665503433644e-05,1.0029529204393332e-06,,,,,,,1.6892483423019602e-07,1.798195500116616e-07,,,,,,,,,,,,,,,,,,,1.6372756346431313e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The total utility from sardines is maximized when they are purchased until,high_school_microeconomics,"['marginal utility is zero' 'marginal benefit equals marginal cost'
 'consumer surplus is zero' 'distributive efficiency is achieved']",0,0.9998030860625945,9.608873998931548e-05,3.53490719701374e-05,5.143259623127083e-05,9.719238117035687e-07,6.891971837371224e-07,,,,,,1.15605379688585e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assume a firm hires labor for $15 each and sells its products for $3 each. If the MP of the 3rd worker is 10, which of the following statements would be the most true?",high_school_microeconomics,"['The firm should hire more labor so that the MRPL will increase.'
 'The firm should hire more labor so that the MRPL will decrease.'
 'The firm should hire less labor so that the MRPL will increase.'
 'The firm should hire less labor so that the MRPL will decrease.']",1,9.026873925839499e-05,4.538997260274618e-05,4.0056510230323145e-05,0.9998116579706505,1.1723862630894916e-06,,4.1802719568412933e-07,,,,,,,5.042370485148204e-07,,,,,,,,,,,,,,,,,,,6.474531863286392e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The demand curve for labor is derived from,high_school_microeconomics,"['the market labor demand curve'
 'the demand curve for the output produced by labor'
 'the labor supply curve for the firm'
 'the equilibrium wage in the labor market']",1,0.9996715813750457,0.0001313198255184538,2.5858406830361207e-05,0.0001584019458890442,1.0673039159523838e-06,4.736132417428733e-07,4.590416941852717e-07,,,,,7.335465386456943e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,0.00027787074673675576,0.9992148994382754,0.00040429955087552824,7.47878969028496e-05,5.950088335660176e-06,,9.414406842255599e-07,,,,,,7.564688415645122e-07,,,1.0339703139661647e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,0.9999754833129099,1.0782924605773807e-05,2.9021847862660946e-06,7.888956167337423e-06,1.4449127237000466e-07,,,,,,,7.383031327594071e-07,,,,,,,,,,1.4907791770890956e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,0.0007548996412079427,0.00031468898908852433,0.9986251797446131,0.00027771205814810027,5.763729886406223e-06,,,,,,,,4.4887973489452255e-06,9.409030389525793e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800360166761157e-07
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,3.535331987461057e-05,2.2825818881376223e-05,1.5687940596794423e-05,0.9999104832597554,7.810565710435922e-07,,,,,,,,4.3134040507475096e-07,3.6894499995957906e-07,,,,,,,,,,,,,,,,,,,6.89280004689315e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,0.003814091825351785,0.0005849099254203357,0.9935085868543542,0.0020458646818048475,1.0712998976435309e-05,,1.804363434536765e-06,,3.0693255955070227e-06,,,,3.0693255955070227e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,0.00020335585544740715,0.9995086978606988,0.00021647118131226613,5.826242805528957e-05,2.404777603827187e-06,,3.9256915227457126e-07,,,,,,2.481113439250189e-06,,,,,,,,,,,,,,,,,,,,,,,,,,4.3115286648640175e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,9.027054710304023e-05,0.9998532345065108,1.5686668947524454e-05,3.535045416874357e-05,9.42057694027221e-07,,1.4446922643355423e-07,,,,,1.9746602002141026e-07,,,,,,,,,,,,,,,,,,,,1.5866840462373917e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,2.0144771069353443e-05,0.9999520072060886,1.1478144563453982e-05,1.0129427024666352e-05,6.276295057760343e-07,,,,,2.3089199184759603e-07,,,2.785089049156328e-07,,,,,,,,,,,,,,,,,,,1.742864192286885e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,0.000665531414457479,0.9976729005501924,0.0009096735883235451,0.000665531414457479,1.565179120104384e-05,,3.7176262663830173e-06,,1.5589180283630383e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,0.9998569628098295,2.5863339400444252e-05,1.4736486580559703e-05,9.027192453278596e-05,8.313756827243991e-07,,,,,,,9.187069204863203e-07,,,,,,,,3.806315237168826e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,0.00010847807091595876,0.9961368761714817,0.003592302058931747,0.00012292175825009215,1.2955858001340663e-05,,1.0972401155703795e-06,,,,,,,,,2.3965927500882454e-06,,,,,7.541213676908891e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,7.966712500114765e-05,1.4736936309302495e-05,6.539475846089179e-06,0.9998780701280681,,,,,,,7.337088555640998e-07,,2.2706169924531056e-06,6.474957924342064e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,0.9998725642056167,7.483676932254996e-05,6.960903872713235e-06,3.119660680601281e-05,6.68017660903634e-07,2.8124594022857505e-06,,,,4.1803477032695624e-07,,4.4499569664804493e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
