question,subject,choices,answer,b,c,d,a,bc,bcd,e,bd,2,f,ad,ab,g,1,cd,dd,abcd,ac,da,3,abc,dc,4,band,i,ba,db,cb,none,'},bs,r,choice,s,p,cc,v,ca,option,iii,iv,ii,mr,cost,abd,an,aa,k,all,reg,h
The basis for the answer in number 1 is,high_school_microeconomics,"['P or wage rate of labor > MRP of labor and with one additional unit of labor, wage rate < MRP.'
 'P or wage rate of labor < MRP of labor and with one additional unit of labor WI, > MRP.'
 'total revenue is at a maximum.' 'total output is at a maximum.']",1,0.11871568053964739,0.6028879720643342,0.026489048810941357,0.251337699076641,0.00010825473973250584,,3.982469315695418e-05,,,,,1.7672100463202806e-05,,,,,,0.00010825473973250584,,,3.982469315695418e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the same period there is a drought affecting the supply of pineapples and a discovery that may assist in the avoidance of cancer. How will this combination of events affect the equilibrium price and quantity of pineapples?Equilibrium Quantity,high_school_microeconomics,"['Increases         Decreases' 'Increases         Indeterminate'
 'Indeterminate         Increases' 'Decreases         Indeterminate']",1,0.23678809153407518,0.208964757347739,0.208964757347739,0.34452464026590823,,,0.0002446725175075595,5.459381801538125e-05,,2.2758089239852766e-05,2.1379246316592495e-05,1.4693726782025404e-05,,,1.564139074031899e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With respect to the kinked demand curve, which of the following is NOT correct?",high_school_microeconomics,"['There is no price leader.'
 'There are relatively equal shares of the market.'
 'Price is greater than marginal costs.'
 'The demand curve is of one continuous function.']",3,0.2426542259733331,0.21414160282052894,0.35305981551202464,0.18897930120361744,0.00010452151023711472,5.594633288048029e-05,0.0002507340685959436,0.00010452151023711472,,,,,,,8.140143402047081e-05,,,5.594633288048029e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suppose that there are only two goods: x and y. Which of the following is NOT correct?,high_school_microeconomics,"['One can have comparative advantage in producing both goods.'
 'One can have both an absolute advantage and a comparative advantage in producing x.'
 'One can have absolute advantage and no comparative advantage in producing x.'
 'One can have comparative advantage and no absolute advantage in producing x.']",0,0.07358867514782137,0.17653005472787928,0.05057670746952929,0.6981899103501309,4.6119976422729593e-05,,0.0002654021397395609,,,,8.616345950863398e-05,3.591827375325654e-05,,,5.226077993889454e-05,,,0.0003407830930689079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The total utility from sardines is maximized when they are purchased until,high_school_microeconomics,"['marginal utility is zero' 'marginal benefit equals marginal cost'
 'consumer surplus is zero' 'distributive efficiency is achieved']",0,0.9831126074754245,0.004017675824010933,0.005845683830655016,0.006624027589824491,3.265372249060371e-05,,4.751088587915367e-05,1.641932280657547e-05,,,,7.35862995645818e-05,,,,,,,,,,,,,,1.1284824529967415e-05,,,,,,,,,,,,,,,,,,,,,,,,,
"Assume a firm hires labor for $15 each and sells its products for $3 each. If the MP of the 3rd worker is 10, which of the following statements would be the most true?",high_school_microeconomics,"['The firm should hire more labor so that the MRPL will increase.'
 'The firm should hire more labor so that the MRPL will decrease.'
 'The firm should hire less labor so that the MRPL will increase.'
 'The firm should hire less labor so that the MRPL will decrease.']",1,0.2800391241842607,0.24713365969511292,0.19246788769385603,0.2800391241842607,4.978777421474026e-06,4.393755653108946e-06,0.00013668573192637871,4.6771285465734935e-06,,8.208616236865762e-06,,,,,,,,,,,,,,,,,,,,,,3.877475754582201e-06,,,,,,,,,,,,,,,,,,,
The demand curve for labor is derived from,high_school_microeconomics,"['the market labor demand curve'
 'the demand curve for the output produced by labor'
 'the labor supply curve for the firm'
 'the equilibrium wage in the labor market']",1,0.8930408761738914,0.01635661395714723,0.03923747711475789,0.05038191790205272,0.00023331456744394996,3.361215030764824e-05,4.054399244917003e-05,0.00011020999792775963,,,4.890539012448472e-05,0.00011020999792775963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopolistic competition is often characterized by,high_school_microeconomics,"['strong barriers to entry.'
 'a long-run price that exceeds average total cost.'
 'a price that exceeds average variable cost, causing excess capacity.'
 'many resources devoted to advertising.']",3,0.00020265637313494057,0.0031700775323234343,0.9960210621757518,0.0004861471348653129,,,9.478364701596996e-06,6.514378439878407e-06,,,,,,,7.381757851840102e-06,,,,,5.0734030302007805e-06,,,1.562718149497624e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A student decides that, having already spent three hours studying for an exam, she should spend one more hour studying for the same exam. Which of the following is most likely true?",high_school_microeconomics,"['The marginal benefit of the fourth hour is certainly less than the marginal cost of the fourth hour.'
 'The marginal benefit of the fourth hour is at least as great as the marginal cost of the fourth hour.'
 'Without knowing the student’s opportunity cost of studying, we have no way of knowing whether or not her marginal benefits outweigh her marginal costs.'
 'The marginal cost of the third hour was likely greater than the marginal cost of the fourth hour.']",1,0.5629979822360257,0.23469351389971801,0.040782567307221046,0.16129816342949108,5.410948642884214e-05,,2.2556189796493977e-05,,,,,1.3681020677870862e-05,,,,,,6.4624565755843995e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macroeconomics focuses on,high_school_microeconomics,"['government and its laws that affect commerce.'
 'individuals and their resource use.'
 'corporations and their production levels.'
 'the resource use of the entire nation.']",3,0.0031481852361651816,0.00168510212675217,0.989136086079335,0.005881584340713407,,,3.722875513947224e-05,5.363310689184405e-06,,5.709214510091725e-06,1.3695693636217508e-05,,,,,,,,,,,,6.469387590337117e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true?,high_school_microeconomics,"['Marginal Social Costs = Private Marginal Costs + Negative Externality.'
 'Marginal Social Costs = Private Marginal Costs + Subsidy.'
 'Marginal Social Benefits = Private Marginal Benefits + Tax.'
 'Tax = Positive Externality.']",0,0.46602788389091254,0.10398488256419497,0.018069863102411595,0.41126816405178374,7.38474004238914e-05,,9.482193910059365e-05,,,,,5.402791230719981e-05,,,,,,2.8919057521450506e-05,,,1.5479256040354448e-05,,,,,1.8671546874407966e-05,,,,,,,,,,,,,,,,,,,,,,,,,
Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,high_school_microeconomics,"['If the demand curve is perfectly elastic, the price rises by the amount of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is more elastic.""
 'Consumer surplus rises as a result of the tax.'
 ""The consumer's burden of the tax rises as the demand curve is less elastic.""]",3,0.05808303231688208,0.0017539551790282533,0.9085713917096203,0.03108960685064898,,,3.640219575879333e-05,0.00011212665671384771,,,0.0001270561476028516,2.8350058562466818e-05,,,,,,,1.3391619433158339e-05,,,,,,,,1.719517972278479e-05,,,,,,,,,,,,,,,,,,,,,,,,
What could the government do to most effectively avoid a free rider problem?,high_school_microeconomics,"['Enact stricter antitrust legislation'
 'Provide more complete information about the relevant goods'
 'Supply public goods using tax dollars'
 'Tax those creating negative externalities']",2,0.13426189554279933,0.7726238403502097,0.08143395607784275,0.009725896773243667,0.0011615927206842017,0.00010804495358526591,,4.794465752129688e-05,,,,,,,0.00012243097201682112,,,,,,,4.231101175802372e-05,,,,,,6.975906507029692e-05,,,,,,,,,,,,,,,,,,,,,,,
"In order to hire the least-cost combination of labor and capital, the firm must do which of the following?",high_school_microeconomics,"['Find the combination of labor and capital where the marginal product of labor is equal to the marginal product of capital.'
 'Find the combination of labor and capital where the ratio of the marginal product of labor to the marginal product of capital is equal to one.'
 'Find the combination of labor and capital where the marginal product of labor divided by the price of labor is equal to the marginal product of capital divided by the price of capital.'
 'Find the combination of labor and capital where the price of labor is equal to the price of capital.']",2,0.0013021677303160378,0.9814575278581333,0.0031237379968563537,0.014006041585596866,,,1.199254447268037e-05,,,,,,,,,,,1.1265952934007485e-05,,2.385002254845146e-05,,,3.6575194171685695e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a characteristic of monopolistic competition in the long run?,high_school_microeconomics,"['Strong barriers to entry.' 'Homogeneous products.'
 'Zero economic profits.' 'Minimum average total cost equals price.']",2,0.002694182907677392,0.8464873085118685,0.14709743768086095,0.0034711199572897418,,,3.6102071614168454e-05,,,5.536431995424037e-06,,,,,2.3309249338682093e-05,,,,,,,,,,,,,,4.896434015663784e-05,,,,,,,,,,,,,,,,,,,,,,
"A student eats 3 slices of pizza while studying for his Economics exam. The marginal utility of the first slice of pizza is 10 utils, the second slice is 7 utils, and the third slice is 3 utils. Which of the statements below holds true with the above data?",high_school_microeconomics,"['The student would not eat any more pizza.'
 'The marginal utility of the 4th slice of pizza will be 0.'
 'The student should have stopped eating pizza after 2 slices.'
 'The total utility this student received from eating pizza is 20 utils.']",3,0.16680856259899826,0.18901886466735576,0.5138065450612326,0.12991065466167123,1.6032240795799168e-05,1.2485921686157715e-05,0.00019531267667136722,1.816690885695469e-05,,1.1018787213948012e-05,,,,,1.2485921686157715e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The United States is trading salmon to Peru in exchange for anchovies. If these nations are trading based upon relative opportunity costs, what must be the case?",high_school_microeconomics,"['The United States has comparative advantage in anchovy production, and Peru has comparative advantage in salmon production.'
 'The United States has comparative advantage in salmon production, and Peru has comparative advantage in anchovy production.'
 'The United States has absolute advantage in anchovy production, and Peru has absolute advantage in salmon production.'
 'The United States has absolute advantage in salmon production, and Peru has absolute advantage in anchovy production.']",1,0.9914079061385357,0.002168676116958211,0.002168676116958211,0.004051620388486987,,,3.093450340515215e-05,,3.292960746416011e-05,9.434490497204993e-06,,8.862883614063975e-06,,1.0690678312381511e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,high_school_microeconomics,"['ATC and MC are always equal.' 'ATC and MC are never equal.'
 'The ATC curve intersects the MC curve at the minimum point of the MC curve.'
 'The MC curve intersects the ATC curve at the minimum point of the ATC curve.']",3,0.012122129801465929,0.21486994321537362,0.7499697483703234,0.022647125396552205,,1.0384226481840893e-05,4.954037384598505e-05,1.6083404602954102e-05,,,9.755078004254957e-06,,,,7.208081862288432e-05,,,,,,,3.00477556312158e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements about a price ceiling is accurate?,high_school_microeconomics,"['An effective price ceiling must be at a price below the equilibrium price.'
 'A price ceiling will increase the quantity of the good supplied.'
 'A price ceiling will cause a shift in the demand curve for the good.'
 'A price ceiling will have no effect on the quantity of the good supplied.']",0,0.007133307340678272,0.041049359298367255,0.017111914743827245,0.9342790973654811,4.470636290406436e-06,,0.00010175121297096398,,,,4.2416216143814085e-05,8.35224817670161e-06,,,6.1106353029159915e-06,,,0.0001677593891447671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In an oligopoly market, firms",high_school_microeconomics,"['cannot earn economic profits' 'are interdependent'
 'are not subject to antitrust legislation' 'are large in number']",1,0.997697959994323,0.0014999576835130898,0.00017914439841644112,0.00017914439841644112,0.00033468579813814356,1.0106635372382213e-05,,,3.9578152785956405e-06,,,2.0099444456462284e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
