question,subject,choices,answer,d,c,a,b,cd,dc,bcd,e,bd,bc,ac,3,ad,ab,ba,2,ter,1,sol,Ð°,abc,f,bac,4,dd,da,choice,ca,abd,dis,g,m,r,abcd,db,option,n,aa,cb,cc,0,Ñ,80,95,an,h,none,s,good,bs,solution,cs,t,p,fi,fr,vi,vr,internal,band,job,l,acd,ain,re,sym,mes,script,scripts,pb,9,12,ur,cr
You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities,professional_psychology,"['at the outset for contact that is rather casual and superficial, thus providing a âwarm-upâ phase'
 'which make explicit the status hierarchy chat is implicit in the interactions between the wo groups'
 'which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other'
 'for each group of residents co disconfirm negative traits of the other group']",3,0.0287015640453884,0.0135576588663955,0.9504652900697056,0.0064041845819579,,,,0.0003612993707836,,,3.3606092450207845e-05,,0.000193389709544,3.808069167357377e-05,,,,,,,,4.053668527827874e-05,,,,,,,,,,,,1.6898204496175337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is true of low-context communication?,professional_psychology,"['It is grounded in the situation' 'It relies heavily on nonverbal cues'
 'It is a less unifying form of communication'
 'It is more typical of culturally diverse groups in the United States']",2,0.5480881898325036,0.4268515114337426,0.0187545465249154,0.0060887083518394,6.7639440002951e-05,5.910268399861422e-06,4.8997845997466e-06,1.4177996845142015e-05,4.6029216579742544e-06,,4.8997845997466e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A former client owes you over $600.00 in therapy fees and you are considering using a collection agency to collect the money she owes you. As an ethical psychologist, you should:",professional_psychology,"['decide not to do so because using a collection agency is prohibited by the ethical guidelines.'
 'do so only if you had informed the client at the beginning of therapy that you would do so if she did not pay her fees in a timely manner.'
 'contact the client first to inform her of your intent to use a collection agency if she does not pay her outstanding fees by a specific date.'
 'use a collection agency only as a âlast resort.â']",2,0.9550633744159912,0.0419624255068175,0.0007685688157193,0.0020891866456901,2.0481665179792187e-05,1.4984706352388195e-05,1.0298828021827382e-05,1.2422757893512628e-05,5.512565399034731e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you believe another psychologist has committed an ethical violation, you should first:",professional_psychology,"['Report it to the APA Ethics Committee'
 'Report it to his or her state professional standards board'
 'Wait to see whether he or she commits a second violation'
 'Discuss your concerns with him or her']",3,0.9483619949936076,0.0153288432313442,0.0135276566718661,0.0223033352976342,3.799642164357339e-05,,,2.959164292992623e-05,7.098666113249618e-05,,,1.910580065228722e-05,4.583243315623228e-05,,,,,,,,,,,2.033801892754897e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on the counseling of minority group member clients indicates thar they,professional_psychology,"['remain in counseling for approximately the same length of time as nonminority dents'
 'rarely seek counseling services'
 'remain in counseling for a significantly longer time than non- minority clients'
 'terminate counseling significantly earlier than do non-minority clients']",3,0.389700961118097,0.3897223022305585,0.1433856807509631,0.0767554979742322,3.987044708337782e-05,1.2944039020299128e-05,,4.809293932990884e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologistâs best recommendation would be to administer medication,professional_psychology,"[""in the patientâs food, because reduction will occur sooner as the patient's awareness of the medication decreases""
 'at specific times, because then the medication will not be given in response to pain'
 'only when requested by the patient, because reduction will occur sooner if less medication is given'
 'by injection, because as administration becomes more painful, less medication will be requested']",1,0.0120390008958674,0.0136419752416222,0.0175166429440679,0.9563761962166412,,,,2.8033669124241428e-05,1.5973103181182342e-05,8.111811127815812e-05,,,8.549786026640888e-06,3.8317482589325576e-05,2.0509870468013943e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research on women who have had abortions indicates that,professional_psychology,"['subsequent problems in sexual adjustment and in relationships with men are common'
 'most women who have abortions think no more about the event than they would about having a wisdom tooth removed'
 'the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth'
 'the experience frequently has serious psychological consequences, usually in the form of guilt and depression']",2,0.1593894720780374,0.714334012361468,0.085315036515378,0.0402999696957429,0.0001453443504344,,3.674880681634213e-05,6.058853947095312e-05,2.2289278041968107e-05,4.164185359598972e-05,2.525706093323254e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Behaviorist views have been criticized by other approaches for a number of reasons. Ethologists argued that the behaviorists ignored innate, built-in biases in learning due to evolution, but also disagreed with:",professional_psychology,"['the use of the animals in laboratory experiments'
 'the use of the humans in laboratory experiments'
 'the use of the trial-and-error system'
 'the use of the operant conditioning principle']",0,0.1788812508588939,0.5509930756928438,0.2296880726717157,0.0399138021516964,5.637227511415678e-05,,,8.731108769974495e-05,,2.07382010665588e-05,4.974835817989002e-05,,3.017390450646908e-05,,,,,,,,1.5172392016532334e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An aspect of development that is more plastic is an aspect that is .,professional_psychology,"['More or less fixed and difficult to change'
 'Not heavily influenced by the environment' 'Relatively malleable'
 'Irrelevant to developmental processes']",2,0.0164261373239523,0.896836623212783,0.0736292578838256,0.0127926886107325,2.978868452828448e-05,,,2.4695686866237817e-05,,8.534601009508433e-06,4.613761715386084e-05,,1.0958644617497683e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From a behavioral perspective, phobic reactions to benign objects or events are acquired when those objects or events become associated with a stimulus that naturally produces a fear response. In other words, phobic reactions are due to:",professional_psychology,"['negative reinforcement.' 'negative punishment.'
 'stimulus generalization.' 'classical conditioning.']",3,0.996664870035834,0.0031721612164534,9.692369508431798e-05,3.993159756777476e-05,3.953763576598055e-06,,,5.076732923926133e-06,,,,,,,,,,,,,,,,2.89263522579911e-06,8.287538677582042e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical regression is a potential threat to a studyâs internal validity when:,professional_psychology,"['there is a statistically different number of participants in the studyâs treatment groups.'
 'there is a statistically significant difference in the number of participants who drop out of the different treatment groups during the course of the study.'
 'participants are selected for inclusion in the study because of their extremely high or low scores on the pretest.'
 'the researcher is unable to randomly assign participants to the different treatment groups.']",2,0.0116418286418021,0.9248248409185872,0.0316535305142969,0.031645763702106,,,,3.480843730746319e-05,,3.944312688862551e-05,1.863161387770646e-05,,,,,,,,,,2.111238444366149e-05,5.338046749209788e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
According to Bemâs (1972) self-perception theory:,professional_psychology,"['people experience discomfort (dissonance) when their behaviors are not consistent with their attitudes, beliefs, or values.'
 'people enhance their own sense of self-worth by associating or identifying with others who are successful.'
 'people tend to attribute their successes to dispositional factors and failures to situational factors.'
 'people infer their own attitudes and emotions by observing their own behaviors and the circumstances in which those behaviors occur.']",3,0.7775697895561834,0.0387129191196843,0.1735093805785577,0.009788161156322,,,,9.595970965444596e-05,,,8.384865983600768e-06,,9.595970965444596e-05,9.501297918489865e-06,,,,,,,,,,,,,,,,,,,,9.501297918489865e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A 60-year-old fire chiefs referred to you because department policy requires a fitness evaluation when an employee reaches this age. You have been asked to assist in cis fitness evaluation. Which of the following would be the most important factor to consider in your evaluation,professional_psychology,"['Emotional fitness' 'General intelligence' 'Motivation'
 'Functional abilities']",3,0.9576888187607204,0.0198761960636661,0.0175612194976006,0.0044349788108274,2.186262578643544e-05,,,0.0001517567020218,1.5025948309236124e-05,,,,5.582817073381624e-05,,,,,,,,,1.7026630082473005e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Harold Hanson, a psychologist who heads the personnel committee at a mental health facility, recommends that a psychologist who has an unresolved charge of sexual harassment against him not be considered for a promotion. In terms of his ethical responsibilities, Dr. Hanson:",professional_psychology,"['has acted ethically since sexual harassment is explicitly prohibited by the ethical guidelines.'
 'has acted ethically as long as he is willing to consider the psychologist for promotion if he is acquitted of the harassment charge.'
 'has acted ethically as long as his decision is consistent with the stated promotion policy of the mental health facility.'
 'has acted unethically by violating the requirements of the ethical guidelines regarding employment procedures.']",3,0.9280236438799964,0.0192605181253939,0.0462066331257821,0.0062529747320093,5.701972170274557e-06,,,0.0001297762884216,5.356507140554823e-06,,,,2.255173740539382e-05,,,,,,,,,1.284959264143531e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On average, men perform better than women on all the following tasks with the exception of:",professional_psychology,"['Simultaneous processing' 'Mental rotation'
 'Target-directed motor skills' 'Mathematical problem solving']",0,0.0950057426977775,0.5467353884874943,0.2011464895330079,0.1566719151955104,2.190451145692117e-05,,,3.3926371021258e-05,,2.642188431812675e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparison of an individualâs score with an inappropriate norm group affects all of the following except,professional_psychology,"['relevance of the score' 'reliably of the score'
 'decisions about the subject' 'validity of the score']",2,0.0884979968210543,0.1459085297732246,0.1873502607403604,0.5770793953850312,,,,5.54640705906248e-05,4.8946870500959736e-05,0.0001330513886426,8.069974652913695e-05,,6.690243970243224e-05,9.73424753840508e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewinâs force field theory describes planned change in organizations as involving which of the following stages?,professional_psychology,"['unfreezing, changing, and refreezing'
 'forming, performing, and re-forming' 'identifying, planning, and acting'
 'setting the stage, problem-solving, and reaching an agreement']",0,0.000259648017166,0.0052151698358208,0.9938427863911672,0.0004850863584257,,,,4.196819320291199e-06,,,0.0001082373968413,,7.84069072920748e-06,5.062330415489644e-06,,,,,,,6.919385282649354e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The primary advantage of the forced-choice distribution of rated attributes in performance appraisal is that it,professional_psychology,"['eliminates statistical concerns about ipsative measurement'
 'enhances the reliability of ratings'
 'is more objective, since it does not deal with the strengths and weaknesses of the employee'
 'is easier and faster to use, since only two choices are available']",1,0.0824288282811941,0.1199332374661755,0.6901681909707265,0.1058407105808426,0.0001093649563159,,,0.0003368677811256,,7.516536195141104e-05,0.0002315256143377,,0.0002623528917321,9.651423520014548e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Carl Carlson is a licensed psychologist and professor in the psychology department at a large university. He is approached by a graduate student, Marla M., age 36, who asks him if heâd like to attend a baseball game on Friday night. Dr. Carlson is divorced and finds Marla to be a very attractive woman. In terms of ethical guidelines, if Dr. Carlson accepts Marlaâs invitation, he will be:",professional_psychology,"['clearly violating ethical guidelines.'
 'acting ethically since he is not the one who initiated a potential relationship.'
 'acting ethically as long as Marla is a student in a department other than the psychology department and will not be taking any classes in the psychology department.'
 'acting ethically as long as he does not become sexually involved with Marla until she is no longer affiliated with the university.']",2,0.0548868853957922,0.0377231678787568,0.8585753179284632,0.0484375063543023,1.1167742388958408e-05,,,8.251907501041945e-05,1.265471001229704e-05,,2.086408957181601e-05,,8.251907501041945e-05,2.3642110822951017e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nonparametric statistics should be used instead of parametric statistics when the,professional_psychology,"['most powerful statistical test for a fixed value of alpha is sought'
 'form of the distribution of scores in the investigated population is not known'
 'data in the investigated population represent a continuous variable'
 'data in the investigated population are known to fulfill the requirements of an interval scale']",1,0.0005511351473886,0.0024700163663308,0.0003342803645364,0.9964908147923348,,,7.385215199536285e-06,6.517429538511446e-06,,6.183564979347666e-05,,,,,,7.385215199536285e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rosenhanâs research involving âpseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,"['conï¬rmed that participation in a research study alters the behavior of research participants.'
 ""demonstrated that labeling a person changes the person's behavior.""
 ""showed that the environment inï¬uences how a person's behavior is perceived.""
 '""showed that âcentral traits"""" have a greater impact than other traits on impression formation.""']",2,0.0002522972574345,0.9657155613037748,0.0006858150502543,0.0330444196499006,,,,4.620985459789027e-06,,0.0001964893016567,3.59882709464527e-06,1.0413551484840996e-05,,,,,,,,,9.189926930277391e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
