question,subject,choices,answer,c,the,d,b,a,3,yes,not,none,s,Ð°,option,(,all,e,options,choice,ab,Ð±,other,national,4,n,business,bus,comput,both,cho,con,Ð´,ad,sol,2,ba,bl,and,or,Unnamed: 41,&,',Ñ,state,states,g,1,inc,poss,maybe,possible,trans,wrong,when,cd,bo,f,ac,\,bc,pe,.,in,involved,within,",",that,on,among,towards,multiple,there,correct,db,true,?',an,aid,p,per,no,ap,o,k,soc,res,false,best,intern,global,cl,is,would,to,for,should,can,does,century,-,centuries,siÃ¨cle,cent,third,worldwide,vulnerable,online,ind,h,as,under,according,dis,bb,**,di,agents,agent,ag,agencies,9,bd,eff,correctly,defined,accurate,valid,applicable,appropriate,with,market,mark,w,first,partial,unknown,part,one,any,abc,med,{',:,therefore,comprehensive,act,cor,social,strong,ce,acy,cy,ancy,ity,acies,icity,acity,ality,ency,icy,pre,mal,ve,v
Which of the following statements does not characterise our understanding of disease pandemics within the contemporary international political system?,security_studies,"['Infectious disease transcends international borders and, to some extent, divisions of class, gender, education and wealth.'
 'Whilst pandemics present a direct risk to national security, they also have the potential to undermine wider international stability.'
 'Like terrorism, pandemics present a set of threats and risks that are diverse yet interconnected.'
 'The existing mechanisms for monitoring and treating infectious disease within the international system are capable of effectively containing pandemic outbreaks.']",3,3.726592754340354e-06,,0.9999886088004184,2.9022733552684914e-06,2.9022733552684914e-06,,,,,,,,,,2.3823310437339226e-07,,,,,,,8.851433634461204e-07,,,,,,,,1.6466215862415265e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In what ways does gender shape the conceptualization of nationhood and conflict?,security_studies,"['Although often missing from the traditional literature on war and security, women frequently serve the purposes of nationalise causes, with nationalism often presented in highly gendered and female terms, where women are symbols of statehood.'
 'A sense of national identity can be developed through a variety of shared experiences, including war. The glorification of iconic national figures such as political leaders is not noticeably gendered and men and women generally perform the same types of roles within the public realm.'
 'Measures of national pride and success are biased towards the glorification of female attributes such as the ability to bear children. The restriction of women to the domestic sphere creates a sense of national identity that is founded on a celebration of home life, feminine strength, and maternal characteristics.'
 'When thinking about national identity, violence, physical strength, aggression, and the ability to use force are attributed as feminine characteristics. The male identity is imagined as being one of domesticity, nurturing, care, and child rearing.']",0,6.143942818674631e-06,,6.54019308638732e-06,8.397774152966764e-06,0.9999716525713696,,,,,8.314922415548838e-07,1.3708989450736658e-06,6.083327192694293e-07,,,,,,,,,,,,,,,,,,,,2.69946007810118e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What might the pragmatic implications of biology be on post-conflict gender security?,security_studies,"['Recent inquiry into the way in which women have been treated both in and after war has revealed a degree of ambiguity in the relationship between armed forces and civilian women. While women have often been the targets of violence by the enemy in conflict, it is also the case that they may suffer at the hands of their ""protectors"". This strengthens the argument for female soldiers to be engaged in certain types of peacekeeping work, particularly in post-conflict situations.'
 'Perpetuation of violence against women in post-conflict society has devalued the claim that violence is more prevalent in militarized societies. Women were as protected by men in pre-war society as they were in post-war society.'
 'Case studies revealed that in certain military families, levels of violence were dependent on the degree of psychological damage inflicted during fighting, however this was variable and dependent on the individual not on gender basis.'
 'Recent inquiry into the way in which women have been treated both in and after war has revealed a degree of ambiguity in the relationship between armed forces and civilian women. While women have often been the targets of violence by the enemy in conflict, it is also the case that they may suffer at the hands of their ""protectors"" which may actually undermine liberal feminists\' case of the ""right to fight"".']",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How have the World Bank and International Monetary Fund, as international financial institutions (IFIs), affected the development of poorer countries?",security_studies,"['Financial policies advocated by the World Bank and IMF were readily adopted by developing countries that sought to bring their economic development into line with wealthier nations. The IFIs focus has been on achieving human security and the promotion of development at a societal level.'
 'Through the implementation of specific financial policies adopted at the bequest of global financial institutions, many developing countries have gained economic prosperity and the correlating levels of human security.'
 'The World Bank and IMF tend to operate in an economic arena that includes only major financial institutions and wealthy states; coupled with a respect for sovereignty, the scope of such institutions does not reach to interference in national politics.'
 'IFIs identified the economic failings of developing countries as being the result of political problems. Thus, IFIs adopted an approach that involved political and economic restructuring of these states, coercing governments into the adoption of specific financial policies designed to promote debt repayment and economic development.']",3,5.422041532218978e-06,,0.9999692292151128,1.3006801474503612e-05,1.0129707173597718e-05,,,,,1.1253088192490533e-07,,,,,5.368548123952241e-07,,,,,,,1.444925125538656e-07,,,,,,,,1.197885002662016e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When may an issue fail to become securitized?,security_studies,"['When the general public is not convinced of the legitimacy of the proposed threat.'
 'When, following the discursive element of the process, extraordinary measures are not implemented.'
 'When the securitizing actor is not granted the special right to implement extraordinary measure.'
 'When the audience are convinced via the speech act or the securitizing actor but fail to grant that actor the special rights requested in order to address the proposed threat.']",2,4.450810053984662e-07,,5.043428527566997e-07,4.785071757911032e-06,0.9999935527401684,,,,,,3.92782608663384e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2159278445011062e-08,,,,,,,6.448311978325051e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the practical problems associated with applying coercive diplomacy in the West?,security_studies,"[""Different natures of the adversaries complicate the use of Western coercion. Their tendency to rely on irregular or asymmetric military strategies makes it hard to threaten or even defeat their opponent's military strategy. Those actors deny forces the ability to win quickly with little cost.""
 'Increased verification capabilities brought in with the technological and communication revolution have resulted in a practical difficulty for practitioners, enabling the verification of tactical/temporary and strategic/lasting - only the latter of which constituting a compliance success. The capacity to verify processes have highlighted instances of non-compliance following inconclusive coercive diplomacy exchanges.'
 'Coalitional coercive diplomacy is the only credible means for Western democracies to gain the sincerity required to make a threat of force real in the mind of the adversary. However, past efforts of coalitional building have proved to be extremely limited. Disagreements over the means and coordination of the policy often result in splits and consequently states are reluctant to employ it. Where it has been employed it collapses under the weight of its own inadequacy.'
 'All of these options.']",0,8.315239610716842e-07,,0.999995229534958,1.20986022440862e-06,2.561274115172062e-06,,,,,,,,,2.9652469325536934e-08,,,,,,,,,,,,,,,,4.984382725765654e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some governmental regimes are reluctant to fully join the liberalist camp; which of the following is not a valid reason for this reluctance?,security_studies,"['The dominance of Western ideologies can be regarded as contemporary imperialism.'
 'Liberalism advocates the enforcement of certain values that are not shared by all political regimes.'
 'The fear that cooperation may be recurring.'
 'Adherence to liberalism does not guarantee the favoured treatment of state regimes over its citizens; other states may threaten regime security in their efforts to secure societal security.']",2,0.9999891887762288,,4.785039814217392e-06,3.726592754340354e-06,5.714915082864157e-07,1.8553612823952966e-07,,,,1.0571540005597176e-07,,,,,4.737831011622741e-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.4449568196098228e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the themes that make post-structuralism a different field of study and why is it criticized?,security_studies,"['One of the founding assumptions of Critical Security Studies is that theories about the world constitute that world and thus that theory, including security theory, has political effects. The consequence is that theory is the product of the system, and that analyses of the agent of security and the referent object is produced by its own practices.'
 'Central to the political and critical nature of post-structural literature is the idea of fostering an ethos of democracy and an ethos of critique which is finite and attainable. It is to this end that we must strive, but one that can only be met under the conditions prescribed, that of true democracy.'
 'A central notion of critique is to provide an answer to the problem of what it means to be critical. This invariably raises the question of revealing the interest behind knowledge claims with the goal of social change, what is accepted as the end of theory: that the practical and contextual understandings inform to whom knowledge claims serve.'
 'Poststructuralism accepts the form and foundations for knowledge claims that dominate the security studies debate. This has brought it into confrontation with the critical studies community, having little to contribute to the understanding of the ways in which knowledge is constructed.']",0,0.9982250382053708,,0.0002031064138833,0.0015007639706164,6.593899840353391e-05,,,,,2.378131608679855e-07,,,,,,,,,,,,,,,,,,,,,,6.072771805811108e-07,,,,,,,,,3.2505205118483015e-07,,,,,,,,,,,,3.920876167754791e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is capitalism defined or regarded within the HM paradigm?,security_studies,"['HM regards capitalism as producing extreme insecurity in its disempowerment of the worker or labourer, from whom the ability to control labour or output is removed by the capitalist.'
 'HM regards the assertion by liberalists and realists that the capitalist economic sphere is non-political to be a misrepresentation, serving the interests of the unelected capitalist elite.'
 ""HM regards the capitalist's accumulation of surplus value as a by-product of labour to be exploitation of those labourers by which the value was originally produced.""
 'All of these options.']",3,4.450814298609922e-07,,0.9999936457495788,9.422373944097136e-07,4.222815032189829e-06,,,,,,,,,4.3167372808004506e-07,3.653447371565659e-08,,,,,,,,,,,,,,,4.1398982374506896e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best describes Booth's attitude toward constructivism and post-structuralism within Critical Security Studies?,security_studies,"['Post-structuralism provides no basis for political action, being a dangerous mix of faux radicalism, relativism and obscurantism, whilst constructivism is an orientation to world politics rather than a specific political theory.'
 'Constructivism offers a number of specific political theories applicable to Critical Security Studies but all of these lack the tenability required in security studies. Post-structuralist theories similarly lack the durability desired by CSS scholars.'
 'Post-structuralism and constructivism are ill-defined theories that are better described as political orientations, applicable in vague terms but lacking the substance required by scholars in contemporary security studies.'
 'Constructivism is too dangerous a mix of political ideologies, combining elements of radicalism and relativism. Post-structuralism is more of an orientation to world politics rather than a specific and applicable political theory.']",0,8.315168240749066e-07,,6.083507042252769e-07,8.939648340073653e-06,0.9999878797605828,,,,,,3.2562666698415537e-07,1.1979135628065046e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.265719964404618e-08,,,,,,,,,1.6373537078906098e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is Critical Security Studies?,security_studies,"['An approach to security that applies critical knowledge to established orthodoxies of security studies.'
 'A specific theory of security that identifies clearly defined agents, threats, and processes.'
 'A secondary term for the Copenhagen School of Security.'
 'A study security in which the critical importance of the state, military and traditional security are maintained.']",0,2.4060347015880377e-06,,1.4449361494845598e-07,2.144475386465164e-05,0.9999740378100924,,,,,1.2751516763526358e-07,2.873598661633903e-07,,1.8553347414290925e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2751516763526358e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
