question,subject,choices,answer,d,b,a,c,e,option,4,children,с,3,sol,6,ab,б,ter,а,ac,an,1,ad,ne,cho,options,cont,park,p,un,ch,s,f,cross,not,none,production,produ,parent,parents,д,cl,decl,the,there,ratio,r,dr,pre,correct,refer,re,dec,de,be,π,pi,sch,in,invest,t,sh,false,dis,add,er,m,prov,choice,da,as,asper,rel,social,aff,relief,support,seek,both,com,aph,2,less,more,true,first,all,ign,eth,ignore,behavior,inn,class,classical,function,functional,mathemat,mat,rele,relev,ach,el,linear,line,lin,medi,med,special,i,cor,th,thal,thumb,ass,effect,setting,set,settings,actor,act,prevent,prev,cb,and,or,&,,(,',\,two,dc,inc,ba,qu,su,0,norm,di,bc,one,9,between,chronic,chron,l,acc,number,sub,health,h,you,5,br,cere,lim,est,em,u,unt,uc,high,adoles,adj,group,no,seem,nothing,do,fixed,ey,bil,imag,content,con,st,cd,**,le,.,",",;,-,unless,mentioned,although,alliance,allo,alloc,co,wrong,g,ap,k,q,o,emic,amic,fore,is,are,for,fo,by,after,may,good,elect,electro,ob,bo,ret,retro,ag,ca,whe,whenever,cle,clearly,pro,object,grand,gr,compare,compar,det,inter,school,sec,secure,ex,making,make,during,directly,like,within,legal,author,auth,secondary,second,condition,).,"),",),):,);,.),.).,)).,punishment,ent,enter,based,according,from,when,that,progress,cons,maybe,should,low,x,domin,gen,ref,fr,fl,flu,best,bing,internal,intern,int,ethical,{',8,7,leg,legitimate,equ,eq,ec,organ,sem,se,job,j,cluster,sam,cat,major,therefore,were,aren,"""""""","""""",''',"\""",'',on,state,reg,increase,super,sup,{,this,"{""",unfortunately,abc,univers,primary,pr,sens,age,ages,exact,specific,current,aged,actual,program,sc,science,rating,res,inst,hom,per,project,perform,measure,sf,increases,bas,dep,depression,product,productivity,working,work,stud,learning,studying,allow,long,longitud,report,multiple,respectively,/,tasks,char,accept,prim,prime,ps,aut,dem,cover,demo,through,with,using,via,(',rein,cre,test,only,under,fac,must,self,am,sym,sympt,...,since,however,appro,bar,random,pain,emp,mes,start,perm,sk,bd,n,undefined,unknown,mot,motivation,depend,dependency,im,ver,par,memory,learn,bl,sl,pop,popup,ct,they,ben,pos,to,behave,it,action,al,alpha,power,so,thus,soc,sat,term,termin,base,und,cannot,ind,integr,integrate,selection,hyper,hy,v,used,air,member,results,result,evalu,eval,cell,ur,urg,he,manager,cm,develop,development,chem,chemistry,release,'},"'},","',",'.,supp,any,separ,separation,compet,comp,alone,:,without,provided,cap,client,crit,old,older,given,list,available,presented,medium,median,neither,ar,lat,construct,constructor,construction,cond,us,cr,private,db,apache,her,prod,here,could,might,would,likely,priv,four,identity,init,indust,id,address,direct,_,exactly,specifically,...',hire,over,bel,cop,ther,eng,min,mod,symbol,ant,who,w,prof,stat,life,ultural,ultur,cultural,entric,ulture,ult,icult,ular,scal,productive,my,among,large,moderate,small,resolve,resolved,general,external,have,trans,transfer,help,hel
another person's behavior is referred to as the .,professional_psychology,"['self-serving bias' 'actor-observer effect'
 'fundamental attribution bias' 'self-perception bias']",2,5.1003297924417415e-05,0.9313577368458782,0.06746755118814528,0.0010904980734583569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.031377277045527e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4092252018980004e-05,1.1268096215588872e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three types of prevention have been identified in community mental health. Secondary prevention attempts to,professional_psychology,"['deal with problems before they occur' 'prevent relapses of problems'
 'reduce the severity of problems' 'prevent community disintegration']",2,1.2091243158578432e-06,0.9994180082406345,0.00010884190229922909,0.000430477868994184,,,,,,,,,,,,,,,,,,3.4987172163657105e-06,,,,,,,,,,,,,,,,,,,,,,,,4.782179436766623e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.585221778602072e-05,1.2091243158578432e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What treatment method has the best results with addressing anxiety symptoms?,professional_psychology,"['Cognitive behavioral therapy' 'Social skills training'
 'Behavioral activation treatment' 'Nondirective supportive treatment']",0,8.365098154661608e-06,3.99076513368601e-05,0.9961015167753556,0.0036436164418994234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00019471816181642547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is a correct statement about confidentiality,professional_psychology,"['Confidential information may be revealed to others only with the consent of the client'
 'In public lectures, it is unethical to relate vignettes about clients'
 'Case material may be discussed with colleagues concerned with the case only when a formal release of information has been obtained from the client'
 'There are exceptions to the obligation to maintain confidentiality']",3,0.9899294540397248,,,2.3816757473034735e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007570440278554476,0.002456454993640778,1.2095147455496056e-05,1.2095147455496056e-05,3.2553647749878425e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"During his first therapy session, a client tells Dr. Goodwill that he wants to pay for therapy in cash and doesn't want Dr. Goodwill to keep a record of the therapy sessions or his payments. If Dr. Goodwill agrees to this arrangement she has acted:",professional_psychology,"[""ethically as long as she ascertains that the client's reasons for making this request are valid.""
 'ethically since it is up to Dr. Goodwill to decide what to include in her therapy records.'
 ""ethically and legally as long as she includes the client's payments as income on her income tax forms.""
 'unethically and possibly illegally.']",3,0.9999849880149915,3.726436383566076e-06,2.561139774521567e-06,2.726319098492344e-06,2.873519188892941e-07,,6.411694082737736e-08,,,,,,,,,,,,,,,,,,,,4.784839030168791e-06,,,,,,,,,,,7.26540123139199e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self-instructional training of impulsive children involves helping them to,professional_psychology,"['attend better to tasks by writing down their lesson objectives in advance'
 'change their self-statements to increase their task-oriented behavior'
 'focus their thoughts on mood-elevating cognitions'
 'use programmed instructions to shape adaptive behavior gradually']",1,3.3763387582249694e-06,0.9997256388666448,,6.580152155693695e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6107611347427153e-05,4.113222653136476e-05,,1.4214917122140945e-05,,4.378502722559195e-05,6.927797314041471e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A company president is concerned about the low motivation and satisfaction of her employees and, as a result, institutes a wage and bonus (financial) incentive program for all employees. Six months later, the president finds that her efforts have not increased the employees' job motivation or satisfaction. This result is best predicted by which of the following theories?",professional_psychology,['ERG theory' 'expectancy theory' 'equity theory' 'two-factor theory'],3,0.9997985349056604,1.384331793939942e-05,0.0001398125584015039,3.5350150754663756e-05,2.8730889780734444e-07,,,,,,,,,,,,,,,,,,,,,,,,,2.1019967997128674e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5607563317920035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.396396762395664e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to general systems theory, negative feedback",professional_psychology,"['interferes with the capacity of a system to maintain wholeness'
 ""has a detrimental impact on a family member's self-esteem""
 ""is a critical component in a system's ability to maintain stability""
 'is most prevalent in dysfunctional systems']",2,0.9324136015488559,1.0702909618998706e-05,2.5674945458578803e-05,0.06754759998831601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8415373231685965e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5266880631227565e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With regard to the effects of crowding, which of the following is true?",professional_psychology,"['Men are more likely than women to act aggressively in crowded conditions.'
 'Men are less likely than women to be stressed by crowded conditions.'
 'Men and women are equally likely to react negatively to crowded conditions.'
 'Men and women react aggressively to crowded conditions to about the same degree']",1,0.03305634970596222,4.969818802676785e-05,8.193845971498659e-05,0.966108841824023,0.0003240728947307089,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00020484503445249982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3475761755679102e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To decrease hostility between groups of junior high school students, you would be best advised to:",professional_psychology,"['increase opportunities for contact under pleasant conditions.'
 'have a respected member of the community speak to the students about the benefits of cooperation.'
 'have each group select a representative to discuss ways to reduce hostility.'
 'assign the students goals that can be achieved only through intergroup cooperation.']",3,1.2877347576256805e-06,1.3005660333334645e-05,0.9998805047690742,9.609955380664678e-05,,4.737311430123781e-07,,,,,,,,,,5.714288347943071e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1231156859173334e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.314240486909993e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following functions tends to decline the most with age,professional_psychology,"['Attention span' 'Ability to process information rapidly'
 'Crystallized intelligence' 'Implicit memory']",1,2.555363613244753e-07,0.9465842172978202,0.05340319281486708,1.1452345176218594e-06,,,,,,,,,7.467867139770654e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4927679400778913e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After three sessions with a therapy client, Dr. Leonard Lykowski realizes that he’s feeling somewhat hostile toward the client because she reminds him of his wife who he’s currently divorcing. Dr. Lykowski’s best course of action would be to:",professional_psychology,"['refer the client to another therapist without telling the client the reason for the referral.'
 'refer the client to another therapist after discussing the reason with her.'
 'recognize that his feelings are the result of countertransference and continue to work with the client.'
 'consult with another psychologist to determine whether or not to continue seeing the client in therapy.']",3,0.9999582540447196,6.143942818674631e-06,6.5401930863873196e-06,2.7535241379236138e-05,3.46617535161579e-07,2.268205666278692e-07,1.1253023801987618e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Within the context of sexual harassment, “quid pro quo” refers to:",professional_psychology,"['a situation in which an employee’s response to sexual demands impacts his/her job.'
 '""the creation of a """"hostile environment"""" as a result of sexually offensive conduct. ""'
 '""the judgment of a """"reasonable woman"""" that an act is offensive. ""'
 'overt (explicit) sexual conduct.']",0,2.53599996193162e-07,1.760332881830875e-06,0.9999958723982497,5.043438147152679e-07,,,,,,,,,,,,3.927833578374701e-07,,,,,,2.3823514915330412e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1253431614728773e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.432102731360548e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not an available tool for assessing suicide risk?,professional_psychology,"['Beck Hopelessness Scale' 'Beck Scale for Suicidal Ideation'
 'The Suicide Action Questionnaire' 'Suicidal Ideation Questionnaire']",2,0.857600256473886,0.01779843829502711,0.11606036907527689,0.005778306907605891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00012944800234067117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025168920364596887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypnosis is best described as a response to suggestion involving:,professional_psychology,"['a measurable physiological change.'
 'an alteration in memory, mood, and perception.'
 'increased compliance to situational demands.'
 'a state of “artificial sleep.”']",1,4.222255289847336e-06,0.9998619324175784,0.00010889339914232931,1.6699343615103473e-05,,,,,,,1.8736144273453657e-06,,,,,,,,,,,7.337179519712738e-07,,,,,,,3.4658381965686797e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.737239145039438e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A woman has a schizophrenic brother. According to research area, the probability thar she is or will become schizophrenic is about",professional_psychology,['0.01' '0.42' '0.5' '0.7'],1,1.0768753120206387e-05,0.0004874309849294116,0.998645834430011,0.0008036378328514345,,,,,,,,,,,,1.871328695742549e-06,,,,,,2.5578030617481913e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.328228466145378e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.259124480060661e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standardized tests or measures that compare an examinee’s performance to the performance of a specified group of participants are:,professional_psychology,"['Criterion-referenced testing' 'Functional behavioral assessments'
 'Intellectual assessments' 'Norm-referenced tests']",3,0.9999573645303532,5.42199499466293e-06,2.535900804630956e-07,1.136511891957606e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.023298106869725e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.553663156423948e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
